Unnamed: 0,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km
7701,Phnom Penh,Pur SenChey,Kakab,8865846f15fffff,1699.62,66,112174.92,104.8279200538394,11.562327195191818,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0
7702,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad5fffff,1214.7,58,70452.6,104.90263240883348,11.538444350959578,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,7,0,0,0,0,1
7703,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a55fffff,728.21,44,32041.24,104.96416078685894,11.530405253405482,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,11,0,0,0,0,0,7,0,0,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0
7704,Phnom Penh,Dangkao,Cheung Aek,8865846153fffff,2514.4,46,115662.4,104.91155716993282,11.476830240454053,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0
7705,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f23fffff,2273.17,66,150029.22,104.83946889648264,11.58771318344975,11,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,4,0,0,0,1,0,14,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0
7706,Phnom Penh,Pur SenChey,Kakab,8865846f0dfffff,1285.5,52,66846.0,104.85462943991946,11.555796273857112,9,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,5,0,0,0,0,1,10,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0
7707,Phnom Penh,Chamkar Mon,Tonle Basak,8865846a17fffff,3378.46,114,385144.44,104.94365453667004,11.554534300510088,0,1,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,11,0,0,0,0,0
7708,Phnom Penh,Saensokh,Tuek Thla,8865846abbfffff,1881.87,74,139258.38,104.88356824706403,11.561559756394846,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,9,0,0,0,0,1,4,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1
7709,Phnom Penh,Russey Keo,Chrang Chamreh Ti Pir,88658468a9fffff,345.79,80,27663.2,104.89244990401062,11.623776006147535,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,2,0,0,1,0,0,15,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0
7710,Phnom Penh,Saensokh,Khmuonh,886584688bfffff,1796.44,36,64671.84,104.87636852215924,11.60858084455657,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1
7711,Phnom Penh,Chbar Ampov,Nirouth,8865846a19fffff,2012.72,102,205297.44,104.95164891656228,11.536673143305409,1,0,1,0,0,0,4,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,7,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,12,0,0,0,0,0
7712,Phnom Penh,Dangkao,Spean Thma,886584603bfffff,2181.5,78,170157.0,104.86935096853068,11.460714735872855,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,1,12,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0
7713,Phnom Penh,Pur SenChey,Kamboul,8865846c59fffff,600.6,34,20420.4,104.77020589117149,11.534198905335138,18,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,1
7714,Phnom Penh,Pur SenChey,Snaor,8865846c2bfffff,251.33,96,24127.68,104.77961260572324,11.587602932128362,18,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,1
7715,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f27fffff,2121.72,64,135790.08,104.84573073894614,11.586769831872836,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,4,0,0,0,1,0,13,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0
7716,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,88658469b9fffff,2204.56,48,105818.88,104.90593285075306,11.673376331834053,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,21,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,1,12,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0
7717,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468c3fffff,2919.28,84,245219.52,104.8832940692394,11.599016556212597,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1
7718,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a0bfffff,3380.42,76,256911.92,104.96270591699891,11.535426199557186,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,11,0,0,0,0,0,7,0,0,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,13,0,0,0,0,0
7719,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469d7fffff,2297.4,52,119464.8,104.9016487659604,11.650670654706891,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,1,18,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,13,0,0,0,0,0
7720,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610bfffff,2743.11,52,142641.72,104.92203120278133,11.48995838831379,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,12,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,11,0,0,0,0,0
7721,Phnom Penh,Chraoy Chongvar,Kaoh Dach,886584698dfffff,1023.78,56,57331.68,104.92968561900528,11.663951657798998,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,20,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0
7722,Phnom Penh,Saensokh,Tuek Thla,8865846f6bfffff,1295.37,30,38861.1,104.86230830794037,11.553871159428835,8,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0
7723,Phnom Penh,Pur SenChey,Chaom Chau,8865846f57fffff,1048.3,32,33545.6,104.82808006323243,11.545042456744293,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0
7724,Phnom Penh,Pur SenChey,Chaom Chau,8865846f0bfffff,1952.86,46,89831.56,104.8386716546404,11.558010269088369,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,6,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0
7725,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846adbfffff,1717.27,118,202637.86,104.89640517931446,11.528369865729417,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1
7726,Phnom Penh,Dangkao,Dangkao,88658461c7fffff,1948.01,60,116880.6,104.88373462238398,11.49488361118422,8,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,8,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1
7727,Phnom Penh,Saensokh,Krang Thnong,8865846d49fffff,996.87,44,43862.28,104.83615613143913,11.594452381552305,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,14,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0
7728,Phnom Penh,Russey Keo,Ruessei Kaev,88658468edfffff,2000.07,78,156005.46,104.91122759570511,11.613358465820111,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0,14,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,7,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,10,0,0,0,0,0
7729,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468dbfffff,4789.37,58,277783.46,104.8617736360802,11.58294900396492,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,2,0,0,1,0,0,12,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0
7730,Phnom Penh,Saensokh,Tuek Thla,8865846a97fffff,2094.52,76,159183.52,104.87949977638486,11.55741444718478,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,9,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0
7731,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846123fffff,2120.38,50,106019.0,104.9268130780583,11.521248577178213,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,9,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,8,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,10,0,0,0,0,0
7732,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847993fffff,1112.58,30,33377.399999999994,104.99450957034033,11.534602433338236,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,14,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,1,4,0,0,0,1,0,13,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,17,0,0,0,0,0
7733,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c6dfffff,214.23,98,20994.54,104.81250522226684,11.575196178182768,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,15,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,1,0
7734,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e7fffff,1196.1,70,83727.0,104.89546878477314,11.629114682347906,10,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,3,0,0,0,1,0,16,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0
7735,Phnom Penh,Dangkao,Dangkao,8865846027fffff,471.58,120,56589.6,104.90127797684254,11.474702770640588,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,13,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0
7736,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f17fffff,288.95,96,27739.2,104.817246881164,11.55881178871169,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,13,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0
7737,Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,2221.25,62,137717.5,104.9512724660057,11.5191218059879,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,11,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0
7738,Phnom Penh,Chbar Ampov,Preaek Pra,886584612dfffff,3944.69,92,362911.48,104.94499407774777,11.513485458582004,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,10,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,12,0,0,0,0,0
7739,Phnom Penh,Praek Pnov,Kouk Roka,8865846d5dfffff,631.48,44,27785.120000000003,104.8180694649222,11.597497511199167,14,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,1,16,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,1
7740,Phnom Penh,Dangkao,Prey Sa,8865846195fffff,126.68,114,14441.52,104.84971742384124,11.50742848189184,11,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,1,0
7741,Phnom Penh,Dangkao,Roluos,8865846019fffff,526.97,100,52697.0,104.87574219809323,11.431095366355306,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,1,14,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0
7742,Phnom Penh,Saensokh,Khmuonh,8865846891fffff,724.28,76,55045.28,104.8525556981634,11.602306617634431,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,14,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,4,0,0,0,1,0,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1
7743,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846851fffff,1487.11,100,148711.0,104.93194128667068,11.587394271497338,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,11,0,0,0,0,0
7744,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461abfffff,2253.44,118,265905.92,104.86451372494248,11.517636197502105,9,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0
7745,Phnom Penh,Pur SenChey,Kamboul,8865846c5dfffff,454.34,76,34529.84,104.77899831299912,11.539405770276993,17,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,1
7746,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4bfffff,731.17,106,77504.01999999999,104.98265373468496,11.525613886035444,5,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,16,0,0,0,0,0
