bedrooms,bathrooms,land_area,price_per_m2,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,population,median_price_per_m2,mean_price_per_m2,max_price_per_m2,min_price_per_m2,category_name_Condo,category_name_Land/Development,category_name_Villa,price
0,0,168,3452,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,0,0,580000
4,5,81,3456,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,280000
4,4,115,3462,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,399900
3,3,177,3466,3,9,30,90,1,10,16,61,0,8,19,72,9,51,24,1,2,13,21,56,0,8,53,8,8,38,1,4,6,32,1,8,68,8,17,0,14,68,31,0,1,29,44,1,1,14,7,17,2,3,21,76,64,5029,1405,1694,3466,258,1,0,0,616902
5,3,121,3471,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,420000
4,5,72,3472,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,1,250000
4,4,216,3472,17,32,37,81,17,21,25,70,5,25,52,32,8,23,56,4,3,27,25,42,22,14,31,8,31,23,7,9,20,40,10,15,69,5,18,2,15,17,82,6,21,24,34,2,4,23,6,11,2,7,23,44,99,23239,2343,2717,6465,30,0,0,0,750000
3,2,121,3472,11,32,40,79,14,13,32,78,10,45,27,20,28,13,8,6,14,22,35,31,7,29,54,18,20,33,3,9,18,33,10,25,53,6,20,46,32,16,9,15,22,27,30,1,4,12,9,4,17,52,56,32,28,16252,2131,2596,8870,66,0,0,0,421932
3,2,121,3472,11,32,40,79,14,13,32,78,10,45,27,20,28,13,8,6,14,22,35,31,7,29,54,18,20,33,3,9,18,33,10,25,53,6,20,46,32,16,9,15,22,27,30,1,4,12,9,4,17,52,56,32,28,16252,2131,2596,8870,66,1,0,0,421932
4,5,128,3476,2,9,26,67,2,17,36,89,1,3,3,41,2,2,12,0,0,1,7,39,1,11,46,2,10,32,4,13,14,48,13,24,49,7,12,0,0,0,4,3,1,9,25,5,7,24,0,9,0,1,1,7,33,11748,1576,2128,3787,233,0,0,0,445000
3,3,92,3478,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,320000
1,1,55,3486,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,191738
1,1,55,3486,19,47,48,57,14,17,40,72,39,41,12,7,50,7,7,4,20,39,30,17,22,25,40,17,16,32,7,9,21,37,16,39,41,8,12,27,79,5,4,13,35,16,24,1,0,13,3,4,23,42,76,25,20,39519,1609,1995,5000,71,1,0,0,191738
3,3,86,3487,16,34,36,82,18,21,27,69,6,24,54,30,8,25,53,4,4,26,26,41,23,15,31,13,27,23,7,9,20,40,11,16,66,5,19,1,19,20,75,5,23,22,35,2,4,22,6,11,2,8,23,53,89,23239,2343,2717,6465,30,0,0,0,299900
3,2,115,3488,14,35,38,84,14,20,35,76,5,35,50,22,5,34,49,4,8,23,27,41,21,18,32,14,29,22,6,15,20,36,7,18,68,5,17,3,18,26,71,9,20,30,34,3,4,18,8,8,4,5,26,59,84,23239,2343,2717,6465,30,0,0,0,404000
5,5,315,3492,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,1,1100000
2,2,83,3493,4,20,43,85,10,24,49,59,1,6,38,64,3,13,67,1,4,14,16,67,9,16,46,10,20,38,6,9,13,41,30,29,42,6,17,1,4,9,100,5,11,14,58,5,4,13,14,11,1,5,13,48,108,8037,1809,2075,5347,500,0,0,0,290000
2,2,83,3493,4,22,43,84,10,23,50,60,1,6,38,65,3,13,67,3,2,14,17,66,9,16,48,10,21,37,6,9,13,41,34,26,42,6,17,1,4,9,100,4,12,16,56,5,4,13,13,11,1,5,13,48,109,8037,1809,2075,5347,500,1,0,0,290000
0,0,749,3497,12,30,33,83,19,18,25,68,1,16,50,47,7,14,64,3,3,22,21,47,22,20,26,10,25,27,4,11,20,38,8,15,65,4,17,2,9,20,84,8,15,21,41,1,5,23,8,11,3,4,20,38,108,27697,1442,2016,4687,212,0,1,0,2620000
0,0,4287,3498,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,15000000
3,1,257,3499,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,0,899900
2,3,493,3500,22,36,44,68,7,17,35,83,25,49,19,9,22,6,8,12,14,28,33,22,19,23,46,16,20,30,4,5,25,33,11,28,50,8,16,70,24,2,8,17,26,17,27,2,1,10,3,4,25,69,43,26,22,28799,2196,2420,6451,439,0,0,0,1725500
5,6,100,3500,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,350000
0,0,225,3500,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,787500
5,6,100,3500,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,350000
3,3,204,3500,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,714000
7,8,500,3500,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,1,1750000
4,6,140,3500,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,1,490000
4,5,60,3500,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,0,210000
0,0,540,3500,5,28,47,104,8,29,51,88,1,22,40,51,1,10,86,1,9,17,22,56,13,24,55,12,15,51,7,17,27,42,44,33,29,11,19,0,0,12,108,1,7,34,60,4,7,16,12,13,0,4,10,41,129,29015,2000,2155,3500,1259,0,1,0,1890000
9,7,735,3500,16,40,35,83,16,21,27,78,5,38,46,24,5,40,39,3,9,22,30,37,27,12,35,16,26,22,5,14,17,39,9,20,64,5,17,3,23,28,63,5,24,30,29,3,3,21,7,8,2,8,27,63,77,23239,2343,2717,6465,30,0,0,0,2572500
1,1,60,3500,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,210000
3,3,80,3500,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,0,280000
0,0,749,3500,16,30,43,104,8,38,40,76,6,21,54,31,4,26,63,3,7,13,43,42,24,11,60,15,26,39,12,10,24,38,23,32,28,6,23,1,4,31,83,5,16,29,53,4,6,16,10,11,2,4,25,76,81,15107,1424,2284,6370,35,0,0,0,2621500
6,4,900,3500,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,0,3150000
0,0,627,3508,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,2200000
6,6,82,3515,16,30,43,104,8,38,40,76,6,21,54,31,4,26,63,3,7,13,43,42,24,11,60,15,26,39,12,10,24,38,23,32,28,6,23,1,4,31,83,5,16,29,53,4,6,16,10,11,2,4,25,76,81,15107,1424,2284,6370,35,0,0,0,290000
0,2,128,3515,22,41,41,71,8,21,32,84,27,45,19,9,22,7,7,13,14,31,29,22,18,24,45,17,19,31,3,6,22,36,14,28,49,8,17,68,29,3,6,18,27,15,27,2,1,8,3,4,25,61,55,22,22,28799,2196,2420,6451,439,0,0,0,450000
7,5,156,3525,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,550000
5,7,102,3529,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,0,0,360000
3,3,116,3531,14,35,38,84,14,20,35,76,5,35,50,22,5,34,49,4,8,23,27,41,21,18,32,14,29,22,6,15,20,36,7,18,68,5,17,3,18,26,71,9,20,30,34,3,4,18,8,8,4,5,26,59,84,23239,2343,2717,6465,30,0,0,0,409663
0,5,50,3531,2,9,10,56,0,12,6,33,0,2,0,26,0,2,20,0,0,1,1,24,1,3,35,4,1,20,1,3,3,14,0,0,10,1,10,0,0,1,28,0,2,1,31,2,6,5,1,5,0,0,1,0,31,3952,1875,1936,3531,542,0,0,0,178000
5,7,368,3532,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,1,1300000
2,2,119,3536,19,39,52,59,4,13,41,78,10,48,29,11,54,14,7,1,15,37,25,28,14,19,40,11,16,34,2,12,14,38,12,12,56,8,11,15,75,15,4,14,36,13,24,1,1,13,7,3,5,22,90,40,22,20064,3443,3099,4080,1953,1,0,0,420850
2,2,119,3536,19,39,52,59,4,13,41,78,10,48,29,11,54,14,7,1,15,37,25,28,14,19,40,11,16,34,2,12,14,38,12,12,56,8,11,15,75,15,4,14,36,13,24,1,1,13,7,3,5,22,90,40,22,20064,3443,3099,4080,1953,0,0,0,420850
4,5,72,3541,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,0,0,255000
8,9,240,3541,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,0,850000
2,2,104,3545,11,33,39,80,14,13,30,79,8,46,28,20,28,15,8,6,15,19,37,31,7,29,54,18,20,33,3,9,17,33,10,26,53,7,19,49,31,17,9,14,23,26,31,1,4,12,9,4,18,50,57,30,31,16252,2131,2596,8870,66,0,0,0,371526
2,2,104,3545,11,33,39,80,14,13,30,79,8,46,28,20,28,15,8,6,15,19,37,31,7,29,54,18,20,33,3,9,17,33,10,26,53,7,19,49,31,17,9,14,23,26,31,1,4,12,9,4,18,50,57,30,31,16252,2131,2596,8870,66,1,0,0,371526
4,5,110,3545,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,390000
4,5,563,3547,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,1,0,0,2000000
5,4,90,3555,16,35,32,80,9,24,25,70,4,16,48,45,8,18,58,2,4,20,25,46,22,15,24,12,24,21,8,9,18,33,9,12,60,5,19,1,18,14,81,4,19,21,36,1,5,22,7,11,1,5,22,43,102,18375,2092,2396,6250,93,0,0,0,320000
2,1,45,3555,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,160000
3,2,90,3555,5,44,58,70,5,42,48,69,6,41,46,20,5,22,68,3,11,25,26,43,19,38,33,19,19,37,6,19,27,35,33,39,38,16,8,0,4,38,78,1,20,40,43,2,7,16,14,4,1,5,29,69,80,26838,2941,3091,4531,2171,0,0,0,320000
2,2,81,3555,13,49,32,74,5,16,38,81,15,40,35,15,35,34,10,5,5,40,25,29,16,16,37,17,18,34,6,14,15,37,13,13,56,7,14,8,34,59,5,8,33,21,23,1,1,17,13,3,8,12,60,71,29,18149,2485,2756,6300,100,1,0,0,288000
3,3,104,3557,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,370000
6,6,104,3557,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,370000
10,11,146,3561,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,0,0,520000
3,4,61,3563,6,29,38,83,8,21,25,74,0,16,45,51,5,12,68,3,3,18,23,49,22,23,27,10,25,29,3,12,21,37,8,17,65,4,18,2,6,21,86,8,11,24,43,3,4,21,8,12,4,3,17,38,109,27697,1442,2016,4687,212,0,0,0,220000
3,2,117,3566,19,37,51,63,4,14,40,78,13,48,29,11,52,16,6,2,14,36,26,27,16,18,39,11,16,34,1,14,13,38,13,10,57,7,11,12,73,19,3,13,36,14,24,1,1,14,8,3,5,21,88,41,24,20064,3443,3099,4080,1953,1,0,0,418000
3,2,117,3566,19,37,51,63,4,14,40,78,13,48,29,11,52,16,6,2,14,36,26,27,16,18,39,11,16,34,1,14,13,38,13,10,57,7,11,12,73,19,3,13,36,14,24,1,1,14,8,3,5,21,88,41,24,20064,3443,3099,4080,1953,0,0,0,418000
0,0,560,3571,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,0,0,1999999
1,1,42,3571,19,50,35,74,7,31,25,83,16,50,28,15,31,42,11,4,16,31,29,25,24,11,35,28,13,26,8,15,21,34,16,13,62,8,15,14,30,68,5,15,28,23,24,2,0,21,10,3,5,13,60,74,28,18149,2485,2756,6300,100,1,0,0,150000
5,6,79,3571,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,285000
9,0,420,3571,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,1500000
5,6,79,3571,10,44,42,76,4,22,23,90,22,53,23,9,24,5,9,13,13,23,26,34,19,14,54,15,10,40,3,5,15,35,10,13,63,7,19,46,30,1,9,12,26,20,26,2,1,9,3,5,31,46,55,23,29,28799,2196,2420,6451,439,0,0,0,285000
2,2,84,3571,13,38,46,63,6,18,40,79,17,53,16,12,10,13,7,9,19,22,38,22,15,28,47,15,20,30,3,9,25,30,7,35,50,10,15,66,21,8,9,15,24,18,26,2,2,9,5,3,27,68,39,29,22,28799,2196,2420,6451,439,0,0,0,300000
3,3,498,3576,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,1,0,0,1781000
3,3,498,3576,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,0,1781000
2,2,78,3576,16,45,39,69,5,19,37,78,18,43,32,10,46,24,7,4,9,40,23,29,12,18,40,18,16,35,5,13,12,41,13,12,56,6,12,8,52,41,5,12,35,16,25,1,1,16,9,3,5,16,76,54,29,18149,2485,2756,6300,100,1,0,0,280000
2,1,92,3580,14,32,61,62,2,24,38,78,28,44,20,11,41,15,8,2,11,39,41,16,16,40,38,17,24,28,4,13,25,31,11,43,44,12,13,25,64,16,6,10,30,24,27,2,3,13,4,5,23,33,78,29,24,16037,3580,3546,4927,1797,1,0,0,331550
2,1,92,3580,11,34,35,79,14,10,32,73,11,42,30,21,26,14,8,7,12,23,32,34,7,26,57,18,18,36,4,5,18,34,12,22,54,4,22,37,34,16,9,14,22,26,32,1,4,10,9,4,19,50,54,33,29,16252,2131,2596,8870,66,0,0,0,331550
0,0,33,3584,18,25,55,60,2,7,43,67,9,36,38,25,35,33,7,1,9,28,31,32,14,21,30,10,18,35,2,10,15,31,6,14,50,12,12,9,42,56,5,10,25,27,21,1,2,12,14,5,5,9,57,72,34,7658,2530,2764,8500,31,0,0,0,120000
5,7,530,3584,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,1,1900000
6,7,390,3589,18,51,46,65,7,35,34,74,12,65,20,14,21,54,12,8,12,27,35,24,37,13,31,29,17,24,4,18,20,37,18,32,54,12,8,4,31,76,8,10,35,28,25,2,0,20,9,3,3,13,58,86,23,23250,2250,2488,5312,220,0,0,0,1400000
2,2,75,3591,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,269382
2,2,103,3592,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,370000
5,7,320,3593,3,12,15,88,1,23,26,93,1,1,9,54,4,1,14,0,0,3,9,41,6,10,50,7,8,35,4,11,15,53,10,19,62,2,20,0,0,0,12,2,6,4,40,5,4,20,0,15,0,1,2,6,44,18748,3203,3476,5000,2500,0,0,1,1150000
0,0,1513,3600,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,1,0,5446800
7,8,500,3600,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,1,1800000
4,5,100,3600,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,360000
5,4,125,3600,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,450000
1,1,61,3606,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,220000
1,1,76,3607,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,277000
0,1,54,3608,15,30,51,70,5,7,45,76,15,40,35,15,51,19,7,2,13,34,23,33,14,20,33,15,18,36,4,12,13,40,13,12,55,9,12,11,50,43,5,14,35,16,24,1,1,15,11,3,5,12,72,60,31,7658,2530,2764,8500,31,0,0,0,196000
3,3,72,3611,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,260000
1,1,36,3611,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,130000
2,1,62,3619,12,30,51,60,0,10,50,58,11,33,42,25,28,38,13,2,6,30,28,35,17,18,27,16,16,32,3,13,14,27,10,10,54,11,12,11,34,63,5,12,24,32,17,1,2,13,12,3,3,12,37,90,34,7658,2530,2764,8500,31,1,0,0,228000
4,4,160,3625,10,45,59,59,7,29,44,72,13,66,24,10,10,65,15,9,10,29,37,24,34,21,28,27,17,26,6,21,18,35,17,49,37,14,8,2,29,78,11,4,37,35,26,2,1,19,7,4,3,7,56,93,25,23250,2250,2488,5312,220,0,0,1,580000
4,5,80,3625,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,290000
2,1,66,3636,7,15,53,80,10,19,54,59,1,6,39,64,3,15,65,1,4,13,21,63,12,16,47,10,18,39,5,10,12,41,26,32,44,6,17,1,4,13,96,4,11,19,54,4,6,12,14,11,1,5,13,57,100,8037,1809,2075,5347,500,1,0,0,240000
2,1,66,3636,7,15,53,80,10,19,54,59,1,6,39,64,3,15,65,1,4,13,21,63,12,16,47,10,18,39,5,10,12,41,26,32,44,6,17,1,4,13,96,4,11,19,54,4,6,12,14,11,1,5,13,57,100,8037,1809,2075,5347,500,1,0,0,240000
1,1,96,3645,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,350000
8,10,192,3645,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,700000
