Unnamed: 0,id,price_display,bedrooms,bathrooms,land_area,information,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,source_url,language,latitude,longitude
1522,247764,600000,,,,"The land is connected to 2 road with a factory nearby. The land is being sold by the owner. Price: 600,000 (negotiable) Title: Hard",Phnom Penh,Por Sen Chey,Chaom Chau 3,Land/Development,FALSE,residential,https://www.realestate.com.kh/247764/,en,11.53580681,104.8238161
1526,106597,33600,,,,"Known for its famous category as affordable housing, Arakawa Residence is ideal for limited budget buyers who are looking for ownership in a house that locates in the centre of the city. From the buttom to the top,  Arakawa Residence is carefully crafted to ensure you have your dream home. Located in Sen Sok District, this development is great no matter if you are purchasing to reside or to invest back. In the bedroom, all aspects of comfort combine to create an experience beyond words. Everything is designed to fit in its place. The bathroom is private and functional. It is decked out with smartly designed appliances to make you feel right at home. There’s a kitchen that is spacious and streamlined. It’s perfect for weekday dinners or cooking up your favourite dish for family and friends. A dining area can be your place for studying, meals, or simply relaxing after work. The living area flows seamlessly from its surroundings and will be your oasis. It comes standard with a TV, sofa, chair and calm lighting. From the balcony you can take in the fresh air, sit with a cup of coffee or relax on the weekends. If you want to live in luxury, this is the place for you. The buildings boasts top-tier facilities that will perfectly complement your lifestyle. There’s a massive parking area so coming and going are especially easy. The building’s 24-hour security will ensure your safety and peace of mind at all times. Reception area includes wonderfully appointed lounge and concierge service. Housekeeping service is supplied so your daily life is that much more comfortable. Besides, this complex offers something truly special as there are hospitals, schools, banks, restaurants, malls, and other entertainment centre surrounding with a very short distance. Don’t wait! Contact us today to hear more about this amazing piece of real estate.",Phnom Penh,Sen Sok,Tuek Thla,condo,TRUE,residential,https://www.realestate.com.kh/106597/,en,11.55913101,104.8805904
1527,219697,139000,1,1,,"Apartment/ Flat has a bedroom, a living room, a kitchen, a bathroom as well as a balcony, including full set of furniture. CIA (Cambodia first international school) is in our opposite side and NISC ( Northbridge international school Cambodia) is on our left side. Walking to both schools only need 3 minutes. A massive mall is located on ground floor to second floor. Third floor has a huge swimming pool similar to a beach which is the first one in Cambodia, also has places to drink cafe, fitness center, restrooms, places to relax, indoor children play area, gardens as well. Our top floor has a garden and it’s windy all the time.",Phnom Penh,Sen Sok,Ou Baek K'am,Apartment,FALSE,residential,https://www.realestate.com.kh/219697/,en,11.47539163,104.8593912
1529,236439,436250,0,0,,Location of tomnub 7 makara Road (Metric Road) from 2nd Ring Road to 3rd Ring Road Developing areas may increase. Cheaper than the market price Good location on private road with ring road and dirt road,Phnom Penh,Dangkao,Sak Sampov,Land/Development,FALSE,residential,https://www.realestate.com.kh/236439/,en,11.4683288,104.8607663
1539,176124,129980,,,,"The ML Villa is a villa development in Dangkao district, the capital of Phnom Penh. The villa project is located in the southern part of Phnom Penh and is close to Phnom Penh new international airport, new International hospital, and third AEON mall project development. The area consists of many new real estate developments including the infrastructure of the Phnom Penh ring road, Borey, industrial development, and land reclamation. The ML Villa project specifically targets middle-class Cambodians by delivering the quality of the construction and well-designed contemporary variety of villas and link villas in a comfortable area to match up with the needs of the residents. The development consists of? four types of properties. There are Queen villas, Price A villas, Prince B villas and link villas. The development of the property is designed to be spacious and modernized for standard living Why The ML Villa should be your next home investment? 1. Well-experienced developer 2. High return of investment asset 3. Real estate development location 4. Attractive and competitive sale price Contact us for more information!",Phnom Penh,Dangkao,Spean Thma,borey,TRUE,residential,https://www.realestate.com.kh/176124/,en,11.46733945,104.8865636
1566,201223,160000,3,4,,"Townhouse for Sale Now In Khan Dangkao Area !!!/T’S HOME Real Estate Phnom Penh. Property ID : TS-685 Room Type : 3 Bedroom / 4 Bathroom Price : 160,000USD House Size: 4m × 12m Location :Khan Dangkao area",Phnom Penh,Dangkao,Dangkao,Retreat,FALSE,residential,https://www.realestate.com.kh/201223/,en,11.48,104.9
1578,196069,230000,4,5,,"Villa House for Sale In Dangkao Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-576 Room Type : 4 Bedrooms / 5 Bathrooms Price : 230,000 USD Land Size: 5.50m × 12m Floor Size: 5.50m × 12m",Phnom Penh,Dangkao,Dangkao,Villa,FALSE,residential,https://www.realestate.com.kh/196069/,en,11.48,104.9
1579,191450,140000,2,3,,"Town House for Sale In Dang Kao Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-468 Room Type : 2 Bedrooms / 3 Bathrooms Price : 140,000USD Floor Size: 4m × 14m",Phnom Penh,Dangkao,Dangkao,House,FALSE,residential,https://www.realestate.com.kh/191450/,en,11.48,104.9
1586,219762,190000,,,,"House Sales (Location: Borey Lay Phong) House for Sale (Lay Lay Kong, Chamkar Doung) for Staying and Business ## Related near Lim Chheang. 2. Nutborn Borey Lim Chheang Hakor Hp; 3. Near the school's hospital; 4. There are people living; 5. Near the factory [* locations: 1. Near Lim Chheang Haket; 2. Near Borey Lim Chheang Hak, Borey HP; 3. Near Hospital, School; 4. Crowd of People; 5. Near Factories] ## Businesse Seed: 1. Can Make Café; 2. Can be a gas input; 3. Can toss luggage; 4. Can craft craft; 5. Can cruise other businesses [## Business Growth: 1. Coffee Shop; 2. Gas Filling; 3. Goods Wholesale Suppliers; 4. Crafts; 5. Other Business Opportunity]",Phnom Penh,Dangkao,Dangkao,Retreat,FALSE,residential,https://www.realestate.com.kh/219762/,km,11.48,104.9
1610,222538,70000,2,3,,"This flat house is on Sale in a very special offer which come up with2 bedrooms, 3 bathrooms, and a spacious kitchen. Sale Price: $70,000 2 Bedrooms 3 Bedrooms 1 Kitchen large living area",Phnom Penh,Dangkao,Prey Sa,Retreat,FALSE,residential,https://www.realestate.com.kh/222538/,en,11.48,104.9
1621,247331,8190000,,,,"Land for Sale in Kandal Boeung Kak: Location of Land (1,950 SPM ?? Sales Cost: $ 4,200 / SPM Hard Limal Building. ------------------------------------------------------------Mdescript: 1,200 / SPM Hard Title ::250 / SPM Hard Title: Apartment Big Road in Toul Kork.",Phnom Penh,Toul Kork,Boeung Kak 1,Land/Development,FALSE,residential,https://www.realestate.com.kh/247331/,km,11.45240564,104.9529842
1622,164730,149888,,,,"Chankiri?? Palm Creek is a Borey development constructed by Urbanland Asia based in Dangkao district, the capital of Phnom Penh. The borey is located in the southern part of Phnom Penh and is close to Phnom Penh new international airport, new International hospital, and third AEON mall project development. The area consists of new many real estate developments including the infrastructure of the Phnom Penh ring road, Borey, industrial development, and land reclamation. Chankiri Palm Creek is the first Borey project which connects with nature and a thriving community. For living a better, healthier life at Chankiri where you can reconnect with nature within your home, as well as in surrounding parks and gardens designed with you and your family’s safety and security in mind. Chankiri?? Palm Creek specifically targets middle-class Cambodians by delivering the quality of construction and well-designed villas, twins villas, as well as linked houses in a comfortable and eco-friendly environment to match up with the contemporary needs of the residents. The development consists of three types of properties, villas, twins villas, and link villas. The development of the properties is designed to be spacious and modernized for standard living. The entire development is set to provide well-connected routes to support the commercial uses by the residents and to provide comfortable accessibilities to downtown Phnom Penh and wider areas of the country. Why Chankiri?? Palm Creek should be your next home investment? 1. Well-experienced developer 2. High return of investment asset 3. Real estate development location 4. Attractive and competitive sale price Contact us for more information!",Phnom Penh,Dangkao,Preaek Kampues,borey,TRUE,residential,https://www.realestate.com.kh/164730/,en,11.44403138,104.9053431
1624,232973,1000,2,,,Rental price 300$ Size 4.3× 18.3m 2 bedroom 3 bathroom 1 living room 1 kitchen,Phnom Penh,Dangkao,Dangkao,House,FALSE,residential,https://www.realestate.com.kh/232973/,en,11.44195212,104.8926769
1626,183531,3024000,,,,Best location,Phnom Penh,Dangkao,Cheung Aek,Land/Development,FALSE,residential,https://www.realestate.com.kh/183531/,en,11.48115492,104.9022818
1633,240942,550000,4,5,,"[Villa for Sale | Modern Single Villa for Sale] ?? Sales Price | Selling Price: $ 550,000 (Negotiable) ?? Location | Location: Sangkat Tool Sangkae Area (7minute to Aeon Mall Sen Sen Sok) • Code | Property ID: R-S755 - Land size | Land Size: 16 meters x 23 meters - Home size | House Size: 13.5 Meters X 14m - Bedroom | BedRoms: 04 | Maid Room: 02 - Bathroom | Bathrooms: 05 - Living Room | Living Room: 01 - Kitchen | Kitchen: 01 - Porting | Parking Space",Phnom Penh,Russey Keo,Russey Keo,Villa,FALSE,residential,https://www.realestate.com.kh/240942/,km,11.60828795,104.9021466
1635,240994,490000,5,6,,"[Villa for Sale | Single Villa for Sale] ?? Location | Location: Sangkat Toul Sangke | Toul Sangke Area 7 Minutes to Aeon Mall Sen Sok ?? Price | PRICE: $ 490,000 (Negotiable) • Code | Property ID: S-V808 - Land size | Land Size: 16 meters x 23 meters - Home size | House Size: 12 Meters 16 Meters - Bedroom | BedRrogroms: 05 - Bathroom | Bathrooms: 06 - Living Room | Living Room - Kitchen | Kitchen - Parking Stock | Parking Space - Hard layout transferring | Transfer Hard Tittle",Phnom Penh,Russey Keo,Russey Keo,Villa,FALSE,residential,https://www.realestate.com.kh/240994/,km,11.6086788,104.9016495
1648,183605,158000,2,1,,"We offer a complete feel-good package of state of the art facilities and premium services while ensuring that our tenants enjoy ultimate privacy and discretion. Our unit designs offer elegant simplicity with fine materials, vast natural light and a unique atmosphere of discrete luxury. With more  layout options, We offers you a selection that befits any personality, style and preference. From the designed studio layout to single and multiple bedroom units – choose your preferred space and style. Our signature penthouses and top-level suites offer ultra-modern duplex and multi-bedroom layouts with high ceilings and voluminous ambiances into your lifestyle. FACILITIES & LEISURE Experience a serviced apartment that offers you a personal service priority, including an around-the-clock front desk team, complete housekeeping, a secure car-lift parking, a state-of-the-art gym and a range of services and amenities designed to make you feel pampered at your luxurious  Home. Our facilities & services include: Laundry service Concierge services 24/7 Professional housekeeping service Car parking Don't wait! Contact us now for more information!!!",Phnom Penh,Russey Keo,Russey Keo,Apartment,FALSE,residential,https://www.realestate.com.kh/183605/,en,11.6164769,104.8980058
1649,183580,130000,1,1,,"We offer a complete feel-good package of state of the art facilities and premium services while ensuring that our tenants enjoy ultimate privacy and discretion. Our unit designs offer elegant simplicity with fine materials, vast natural light and a unique atmosphere of discrete luxury. With more  layout options, We offers you a selection that befits any personality, style and preference. From the designed studio layout to single and multiple bedroom units – choose your preferred space and style. Our signature penthouses and top-level suites offer ultra-modern duplex and multi-bedroom layouts with high ceilings and voluminous ambiances into your lifestyle. FACILITIES & LEISURE Experience a serviced apartment that offers you a personal service priority, including an around-the-clock front desk team, complete housekeeping, a secure car-lift parking, a state-of-the-art gym and a range of services and amenities designed to make you feel pampered at your luxurious  Home. Our facilities & services include: Laundry service Concierge services 24/7 Professional housekeeping service Car parking Don't wait! Contact us now for more information!!!",Phnom Penh,Chroy Changvar,Bak Kaeng,Apartment,FALSE,residential,https://www.realestate.com.kh/183580/,en,11.60074825,104.9286457
1655,248704,190000,4,5,,"This twin villa in Borey PH The Star Premier Russey Keo is now available for sale. It is a great choice for both living and investment . The property comes with a hard title , ensuring secure ownership. The villa features 4 bedrooms and 5 bathrooms , providing enough space for a growing family. It includes a comfortable living room and a well-designed kitchen . The house is partially furnished , allowing you to add your personal touch. Located in a developing area, the property is close to key landmarks such as Chip Mong 598 Mall , Ministry of Public Works and Transport , Visakha Stadium , and Grand Phnom Penh Golf Club . It is also just a 13-minute drive to AEON Mall Sen Sok , The Premier Center Sen Sok , and Makro Cambodia . This villa is perfect for those looking for a spacious home in a convenient location or a solid investment in a growing neighborhood. Don’t miss this opportunity! Contact us today to schedule a viewing. Key Features: • Twin villa for sale in Borey PH The Star Premier Russey Keo • Hard title • 4 Bedrooms, 5 Bathrooms • 1 Living room and kitchen • Partially furnished • Close to major shopping malls, stadiums, and business centers • Only 13 minutes to AEON Mall Sen Sok, The Premier Center Sen Sok, and Makro Cambodia",Phnom Penh,Russey Keo,Chrang Chamres I,Twin Villa,FALSE,residential,https://www.realestate.com.kh/248704/,en,11.630107,104.9043
1666,247920,425000,8,9,,- Bedroom | BedRoms: 08+ 1 Store Room - Bathroom | Bathrooms: 09 - Living Room | Living Room - Kitchen | Kitchen - Car Park | Parking Spaces - Offers Wall Record | Provide Wall Materials - Hard Layout | Hard Title,Phnom Penh,Russey Keo,Chrang Chamres I,Villa,FALSE,residential,https://www.realestate.com.kh/247920/,km,11.62993943,104.9049092
1698,191740,180000,3,4,,"Town House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-507 Room Type : 3 Bedrooms / 4 Bathrooms Price : 180,000USD Floor Size: 4m × 16m",Phnom Penh,Russey Keo,Tuol Sangke,House,FALSE,residential,https://www.realestate.com.kh/191740/,en,11.59,104.9
1699,191744,170000,3,4,,"Town House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-509 Room Type : 5 Bedrooms / 4 Bathrooms Price : 170,000USD Land Size: 4.2m × 18m Floor Size: 4.2m × 15m",Phnom Penh,Russey Keo,Russey Keo,House,FALSE,residential,https://www.realestate.com.kh/191744/,en,11.59,104.9
1700,191742,130000,3,4,,"Town House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-508 Room Type : 3 Bedrooms / 4 Bathrooms Price : 130,000USD Floor Size: 4m × 18m",Phnom Penh,Russey Keo,Russey Keo,House,FALSE,residential,https://www.realestate.com.kh/191742/,en,11.59,104.9
1740,216156,280000,4,3,,"New 4-bed apartment for sale in Phsar Chas, Daun Penh, Phnom Penh. This 4th-floor penthouse features a 230-meters square living space with four bedrooms, three bathrooms, one terrace, two kitchens, two living rooms and two dining rooms. The home also features an excellent condition and it’s fully furnished. Here’s your chance to live in one of the only apartments with as much floor space as 230 meters squared! This newly renovated four-bedroom penthouse offers homeownership at its finest. Just 1 km from downtown and riverside, you’ll never miss out on all that Phnom Penh has to offer – whether it be shops or restaurants; this place is perfect for everyone who wants some western standard living in the heart of Phnom Penh. This property is perfect for someone who is looking to invest in a good- size apartment in the city.  It’s also ideal for someone who wants to live close enough to downtown and riverside but still manages to get away from the noise. This is a very well-presented property, which is tastefully decorated and fully furnished ready for an easy move in today! It’s also great for families, as it has four bedrooms; three bathrooms; two kitchens; two living rooms; and two dining rooms. The riverside area of Phnom Penh is famous for its bar scene and restaurants with scenic views that take you right up front to the Mekong River, as well as being easy access all over town by taxis or tuk-tuks. This makes this an ideal place where people can live without having too much trouble getting around!",Phnom Penh,Daun Penh,Phsar Chas,House,FALSE,residential,https://www.realestate.com.kh/216156/,en,11.57561,104.92025
1741,214803,283500,,,,"• Receive detailed information and fix your appointment with our agent today! • Contact me : phone, whatsapp, Line, Telegram or email. MORE DETAILS: LB Villa ( Okide Villa ) Street 2004 house size 5.5 x 12 Land size 5.5 x 12 4 bedroom 5 bathroom",Phnom Penh,Toul Kork,Tuek L'ak 1,Villa,FALSE,residential,https://www.realestate.com.kh/214803/,en,11.57067269,104.8896567
1743,173942,2000000,10,12,,"The villa is located in a good location in the safety area, a strong building suitable for a variety of office or offices. Electricity: Yes Water_system: Yes Air_conditioner: yes bed: yes bed: 10bath: 8 Land_Size: 884 House_Size: 884",Phnom Penh,Daun Penh,Boeng Reang,Villa,FALSE,residential,https://www.realestate.com.kh/173942/,km,11.57726933,104.9194272
1744,174520,900000,4,6,,"This house is good for coffee, school, showroom, bank and organization. electricity: yes water_system: yes air_conditioner: yes fan: yes bed: 4 bath: 6 land_size: 192 house_size: 192",Phnom Penh,7 Makara,Boeung Prolit,House,FALSE,residential,https://www.realestate.com.kh/174520/,en,11.56300192,104.911023
1745,175254,800000,,,,No Description of Property land_size: 600 house_size: 600,Phnom Penh,Toul Kork,Tuek L'ak 1,House,FALSE,residential,https://www.realestate.com.kh/175254/,en,11.56545928,104.8954932
1747,59916,,1,1,,"Each room or dormitory room features air conditioning and electrical sockets. Bathrooms are either private or shared. Guests have access to the communal kitchen, which comes with a fridge and a dining table. Staff at the 24-hour front desk can assist you with luggage storage and other requests, including tour/travel arrangements, shuttle services and airport transfers. Ticketing, laundry and concierge services are also available.",Phnom Penh,Daun Penh,Chey Chumneah,condo,TRUE,residential,https://www.realestate.com.kh/59916/,en,11.5654507,104.9245606
1748,221796,60000,1,1,,"I rent a fully furnished 1 bedroom appartment in the center of Toul Kork, Time Square 2 project",Phnom Penh,Toul Kork,Boeung Kak 1,Condo,FALSE,residential,https://www.realestate.com.kh/221796/,en,11.58290896,104.8968028
1749,221798,62000,1,1,,"I rent a fully furnished 1 bedroom appartment in the center of Toul Kork, Time Square 2 project",Phnom Penh,Toul Kork,Boeung Kak 1,Condo,FALSE,residential,https://www.realestate.com.kh/221798/,en,11.58290896,104.8968028
1752,224098,249000,4,5,,"Twin villa_ Urgent sale (price below market) * Location in Borey Orchid, National Road 6A * Price only $ 249,000 (Negotiable) 5 * 1 kitchen and 2 parking spaces * New house, clean, strong quality * South direction * Safe, comfortable, easy to live, 24-hour security, Hospitals, schools, markets, surrounded by many big cities, the fastest profit opportunity * Can pay Depreciation only requires 30% of the house value",Phnom Penh,Chroy Changvar,Chroy Changvar,Terrace,FALSE,residential,https://www.realestate.com.kh/224098/,en,11.589674,104.925654
1754,224108,189000,4,5,,"Twin villa A # Urgent sale, below market price * Located at Borey The Flora, National Road 6A * Price only $ 189,000 (Negotiable) 4 bedrooms, 5 bathrooms * 1 kitchen and 2 parking spaces * 100% completed house * Direction to the north * Safe, comfortable, easy to live, 24 hours security, Hospital, school, market, surrounded by many big cities Fastest profit * Can pay in installments but requires 30% of the house value",Phnom Penh,Chroy Changvar,Chroy Changvar,Twin Villa,FALSE,residential,https://www.realestate.com.kh/224108/,en,11.589674,104.925654
1765,224295,410000,2,3,,?? Apartment for RENT! Type: 3 Bedroom. Fully furnished. Rental:1500$ per month Please kindly contact for more information.,Phnom Penh,Toul Kork,Boeung Kak 1,Condo,FALSE,residential,https://www.realestate.com.kh/224295/,en,11.58109033,104.8987264
1786,191735,210000,4,5,,"Villa House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-504 Room Type : 4 Bedrooms / 5 Bathrooms Price : 210,000USD Floor Size: 5m × 19m",Phnom Penh,Russey Keo,Tuol Sangke,Villa,FALSE,residential,https://www.realestate.com.kh/191735/,en,11.59,104.9
1791,184814,650000,4,5,,"House for Sale Now/T'S HOME Real Estate Phnom Penh ??Property ID : TS-061 ??Room Type : 4 Bedroom / 5 Bathroom ?? Price : 650,000USD ?? Land Size : 80? Location : Toul Kork Area",Phnom Penh,Toul Kork,Tuek L'ak 2,House,FALSE,residential,https://www.realestate.com.kh/184814/,en,11.57,104.89
1799,185714,1100000,7,7,,"Shop House for Sale Now In Business Area at Riverside  !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-108 ??Room Type :  7 Bedroom / 7 Bathroom ?? Price : 1,100,000USD ?? Land Size : 4m × 31m ?? House Size: 4m × 31m ?? Total Floor: 3 Location : Riverside Area, Phnom Penh.",Phnom Penh,Daun Penh,Chakto Mukh,Shophouse,FALSE,residential,https://www.realestate.com.kh/185714/,en,11.57561,104.92025
1801,185463,1500000,5,3,,"House for Sale Now In Phnom Penh !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-099 ??Room Type : 5 Bedroom / 3 Bathroom ?? Price : 1,500,000USD ?? Land Size : 68? Location : Riverside Area, Phnom Penh",Phnom Penh,Daun Penh,Chakto Mukh,Shophouse,FALSE,residential,https://www.realestate.com.kh/185463/,en,11.57561,104.92025
1802,185461,1100000,4,4,,"House for Sale Now In Phnom Penh !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-098 ??Room Type : 4 Bedroom / 4 Bathroom ?? Price : 1,100,000USD ?? Land Size : 112? Location : Boeng Reang, Phnom Penh",Phnom Penh,Daun Penh,Boeng Reang,House,FALSE,residential,https://www.realestate.com.kh/185461/,en,11.57561,104.92025
1804,200258,300000,4,5,,"– Location : Sen Sok – Size : 64? – Bedroom : 4 – Bathroom : 5 – Living Room – Kitchen – Price : USD 300,000 / month – Minimum Rental from 1 Years – Deposit 2 Months Exclusive : – Electricity : 0.25USD / Kwh – Water : 0.50USD / m³",Phnom Penh,Sen Sok,Phnom Penh Thmey,House,FALSE,residential,https://www.realestate.com.kh/200258/,en,11.57561,104.92025
1805,199757,340000,4,5,,"Villa for Sale Now In Sen Sok Area !!!/T’S HOME Real Estate Phnom Penh. Property ID : TS-637 Room Type : 4 Bedroom / 5 Bathroom Price : 340,000USD Land Size : 8m × 16m House Size: 6m × 12m Location : Sen Sok area closed to AEON 2",Phnom Penh,Sen Sok,Phnom Penh Thmey,Villa,FALSE,residential,https://www.realestate.com.kh/199757/,en,11.57561,104.92025
1806,198843,540000,8,8,,"Villa House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-619 Room Type : 8 Bedrooms / 8 Bathrooms Price : 540,000USD Land Size: 12m × 12m",Phnom Penh,Russey Keo,Chrang Chamres I,Villa,FALSE,residential,https://www.realestate.com.kh/198843/,en,11.59,104.9
1807,199584,410000,4,5,,"Villa for Sale in Sen Sok Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-636 Room Type : 4 Bedrooms / 5 Bathrooms Price : USD 410,000 House Size : 72?",Phnom Penh,Sen Sok,Phnom Penh Thmey,Villa,FALSE,residential,https://www.realestate.com.kh/199584/,en,11.57561,104.92025
1809,197354,220000,5,6,,"Townhouse for Sale In Toul Sangkae area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-582 Room Type : 5 Bedrooms /6 Bathrooms Price : 220,000 USD Land Size: 5m × 25m Floor Size: 4m × 18m",Phnom Penh,Russey Keo,Tuol Sangkae 2,Retreat,FALSE,residential,https://www.realestate.com.kh/197354/,en,11.59,104.9
1819,191738,240000,4,5,,"Town House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-506 Room Type : 4 Bedrooms / 5 Bathrooms Price : 240,000USD Floor Size: 4m × 16m",Phnom Penh,Russey Keo,Tuol Sangke,House,FALSE,residential,https://www.realestate.com.kh/191738/,en,11.59,104.9
1823,219764,192000,,,,"House Sales (Post Borey - Borey Kram Borey Face Borey Piphup Thmey Russey Keo) For businesses in business ## Location 6 Keila 6; 2. Near National Road No 5; 3. Near the school's hospital; 4. There are people living; 5. Near the factory [* locations: 1. Behind Borey Piphup Thyy; 2. Near National Road 5; 3. Near Hospital, School; 4. Crowd of People; 5. Near Factories] ## Businesse Seed: 1. Can Make Café; 2. Can be a gas input; 3. Can toss luggage; 4. Can craft craft; 5. Can cruise other businesses [## Business Growth: 1. Coffee Shop; 2. Gas Filling; 3. Goods Wholesale Suppliers; 4. Crafts; 5. Other Business Opportunity]",Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,Retreat,FALSE,residential,https://www.realestate.com.kh/219764/,km,11.59,104.9
1829,198841,300000,5,6,,"Villa House for Sale In Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-616 Room Type : 5 Bedrooms / 6 Bathrooms Price : 300,000USD Land Size: 6m × 25m",Phnom Penh,Russey Keo,Chrang Chamres 2,Villa,FALSE,residential,https://www.realestate.com.kh/198841/,en,11.59,104.9
1858,216233,1300000,,,,"• Receive detailed information and fix your appointment with our agent today! • Contact me : phone, whatsapp, Line, Telegram or email. MORE DETAILS: House for sale on Street 242 Asking price 1.30 million",Phnom Penh,Daun Penh,Chakto Mukh,House,FALSE,residential,https://www.realestate.com.kh/216233/,en,11.57544183,104.91922
1876,223506,55000,,3,,"UK Condo 548 -Special price only $55,000 only 1 unit -3 bedroom -Location at Street 548 behind Toul Kok Primary School - Free maintenance for the whole year -Have a nice swimming pool, modern gym, supermarket and large parking",Phnom Penh,Toul Kork,Tuek L'ak 1,Condo,FALSE,residential,https://www.realestate.com.kh/223506/,en,11.562248,104.898461
1888,217436,18000000,,,,"- 101 units Apartment building ?????????????? ????? Khan Doun Penh - 20 floor include penthouse, gym, Skybar, and restaurants - 2 floor parking - Near Aeon Mall, Eclipse Skybar, Sorya Mall, etc.",Phnom Penh,Daun Penh,Boeng Reang,Apartment,FALSE,residential,https://www.realestate.com.kh/217436/,en,11.57561,104.92025
1890,230778,58000,1,1,,?????????? ???????? ???? ?? Next to Mekong River ?? Fresh and natural air ?? Equipped with security system ?? 24 Hour Security ?? Swimming pool on the rooftop ?? Gym ?? 100% No Down Payment ?? Special Promotion. Free modern air-conditioner from now until December 2022,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,FALSE,residential,https://www.realestate.com.kh/230778/,en,11.59505523,104.9277139
1891,204597,50000,1,1,,"Condo for sale ................ Condo for Sale ?? ?? :: Touch :: Typok - 1-1-bathroom ?? kitchen ?? Living-Room ?? Have a clean - balcony. Four minutes walk to TK Avenue ?? rides for 24 minutes to Aeon 2 and Makro Hyperhe, Café and Malls around the building ........ Mall near the building ... Minutes Drive to Aeon 2 and Makro ?? This condominium is in the Best Location, Mini Mart, Restaurant ECT ... ?? ?? Telegram, Whatsapp, WeChat, Line ?? Khmer, English, Chinesee, Japanese Support",Phnom Penh,Toul Kork,Boeung Kak 2,Condo,FALSE,residential,https://www.realestate.com.kh/204597/,km,11.57,104.89
1897,224343,299000,,,,Villa Sen Sen Sen Sen Sokha - Press (Faciliar) - Householding Households - 4m 3m Households - 4m Households in Phnom Penh Thmey Sangkat Phnom Penh,Phnom Penh,Sen Sok,Phnom Penh Thmey,Flat,FALSE,residential,https://www.realestate.com.kh/224343/,km,11.569135,104.9248
1929,238866,369000,3,4,,?? ???????????? ?????????????????? for Sale closed to TK Avenue can ???????? ???? now only ?? Price: $369.000 (????????????????) ?? Size: ?????????? ?? Type: ?? bedroom & ?? bathroom,Phnom Penh,Toul Kork,Boeung Kak 2,Penthouse,FALSE,residential,https://www.realestate.com.kh/238866/,en,11.57748422,104.8921822
1950,240437,300000,2,1,,-Down Payment 10% Can Move in -Fully furniture -Big Project with 8ha -Big Garden -Big Swimming Pool,Phnom Penh,Daun Penh,Srah Chak,Apartment,FALSE,residential,https://www.realestate.com.kh/240437/,en,11.57632432,104.9091892
1957,240516,320000,4,5,,"House for sale / rent at Boeung Kak 1, Toul Kork, Phnom Penh with $ 320,000. . If you would like more information about this property, please send an email by clicking on the ""Inquiry"" or ""Agent Email"" button or click on the phone number button to display the phone number and call. Alternatively, you can save this property for later viewing.",Phnom Penh,Russey Keo,Tuol Sangke,Villa,FALSE,residential,https://www.realestate.com.kh/240516/,en,11.58669135,104.9047436
1975,240806,790000,4,6,,"[Villa for rent and sale | Villa for rent and sale] ?? Location | Location: Toul Kork Area ?? Rental Price | Rental Price: $ 1,800 / Month (Negotiable) ?? Sales Price | Selling Price: $ 790,000 (Negotiable) • Code | Property ID: R-V793 - Land Size | Land Size: 10 meters x 30m - Home size | House size: 8 meters x 16 meters - bedroom | BedRoms: 04 - Bathroom | Bathrooms: 06 - Living Room | Living Room - Kitchen | Kitchen - Parking Stock | Parking Space",Phnom Penh,Toul Kork,Boeung Kak 2,Villa,FALSE,residential,https://www.realestate.com.kh/240806/,km,11.58091707,104.8939974
1995,199801,145000,10,10,,"Townhouse for Sale Now in Sen Sok area!!!/T’S HOME Real Estate Phnom Penh. Property ID : TS-640 Room Type : 10Bedroom / 10Bathroom Price : 145,000USD Land Size : 5m × 20m House Size: 4.5m × 16m Location : Sen Sok area",Phnom Penh,Sen Sok,Phnom Penh Thmey,Retreat,FALSE,residential,https://www.realestate.com.kh/199801/,en,11.57561,104.92025
1996,210828,280000,5,4,,"Hybrid villa for sale (urgent) *** Price for just $ 280,000 (Negotiations): The lowest price of the Room: 2 ?? 1 ?? Portal Room: 2 ?? Park La: 2 ?? ????????24h ?? ???????????? (??????????????????) .................................................................... ????????????? ????????????? https://t.me/Global_Property_Service",Phnom Penh,Toul Kork,Boeung Kak 2,House,FALSE,residential,https://www.realestate.com.kh/210828/,km,11.57,104.89
