,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude
8998,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846101fffff,2809.31,76,213507.56,104.93393095372929,11.497789636314028
8999,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f65fffff,2989.1,96,286953.6,104.8724594316479,11.572159474161223
9000,Phnom Penh,Pur SenChey,Kakab,8865846f0dfffff,590.52,48,28344.96,104.85363163780269,11.558688689633824
9001,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f67fffff,744.66,92,68508.72,104.86350327101296,11.574625865361293
9002,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e5fffff,1676.71,50,83835.5,104.904792357331,11.623544732019623
9003,Phnom Penh,Chraoy Chongvar,Preaek Lieb,886584698bfffff,1779.9,118,210028.2,104.91466810603183,11.6535697459506
9004,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1596.34,42,67046.28,104.8523832736647,11.508979541063141
9005,Phnom Penh,Pur SenChey,Chaom Chau,8865846f59fffff,4670.98,96,448414.07999999996,104.84057002262632,11.531248326516998
9006,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846983fffff,2194.46,56,122889.76000000001,104.91100194610063,11.665024144725095
9007,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a7fffff,1204.3,44,52989.2,104.873224767846,11.53731939683039
9008,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a09fffff,6784.55,46,312089.3,104.97310589650743,11.538089935162128
9009,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610dfffff,1665.57,56,93271.92,104.93610742872659,11.498850094358053
9010,Phnom Penh,Dangkao,Preaek Kampues,8865846005fffff,310.7,62,19263.399999999998,104.89518760687866,11.453564503423824
9011,Phnom Penh,Pur SenChey,Kakab,8865846f1dfffff,411.19,92,37829.48,104.82538349969552,11.557774773218082
9012,Phnom Penh,Pur SenChey,Kamboul,8865846c59fffff,402.82,42,16918.44,104.77031099597436,11.539426330276045
9013,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad3fffff,2160.31,30,64809.299999999996,104.89283472254661,11.533772082347665
9014,Phnom Penh,Chraoy Chongvar,Kaoh Dach,886584698dfffff,1027.32,84,86294.87999999999,104.92320847913663,11.657403205955958
9015,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468c3fffff,2682.16,106,284308.95999999996,104.88881083168089,11.596761960947134
9016,Phnom Penh,Dangkao,Dangkao,88658461ebfffff,933.07,30,27992.100000000002,104.88488981913024,11.499634029177773
9017,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846857fffff,1892.45,86,162750.7,104.92903013458589,11.587650537981919
9018,Phnom Penh,Praek Pnov,Kouk Roka,8865846d05fffff,1652.19,54,89218.26000000001,104.81600546972234,11.629203715789522
9019,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a69bfffff,989.84,58,57410.72,104.92252204742995,11.699571344341017
9020,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d7fffff,1305.06,50,65253.0,104.872141647536,11.59757455485322
9021,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c6dfffff,174.51,60,10470.599999999999,104.81091245385902,11.56854733814469
9022,Phnom Penh,Dangkao,Preaek Kampues,8865846001fffff,897.89,78,70035.42,104.89158871494882,11.449450855427258
9023,Phnom Penh,Pur SenChey,Kakab,8865846f01fffff,1075.31,52,55916.119999999995,104.84521666437875,11.563714566957067
9024,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a5fffff,2448.37,56,137108.72,104.87831133920157,11.534806988607514
9025,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468ddfffff,1167.21,110,128393.1,104.88268887390407,11.588363573015124
9026,Phnom Penh,Dangkao,Dangkao,88658461e7fffff,872.26,60,52335.6,104.88471426648178,11.512363197335125
9027,Phnom Penh,Praek Pnov,Kouk Roka,8865846d55fffff,1057.82,98,103666.36,104.81078501673638,11.597743164662662
9028,Phnom Penh,Russey Keo,Tuol Sangke,886584681bfffff,2679.94,54,144716.76,104.91770570859812,11.588322593263227
9029,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846855fffff,1293.01,88,113784.88,104.94294334528372,11.58850303202332
9030,Phnom Penh,Pur SenChey,Snaor,8865846c07fffff,798.52,74,59090.479999999996,104.77332895417274,11.580502669933436
9031,Phnom Penh,Pur SenChey,Kakab,8865846f09fffff,1492.18,80,119374.40000000001,104.84713720319814,11.553274241601757
9032,Phnom Penh,Pur SenChey,Kamboul,8865846c5dfffff,371.2,96,35635.2,104.77615780385129,11.542371500715804
9033,Phnom Penh,Dangkao,Roluos,8865846019fffff,576.96,94,54234.240000000005,104.87708299653538,11.43157173547028
9034,Phnom Penh,Pur SenChey,Chaom Chau,88658461b1fffff,959.13,82,78648.66,104.84944230332448,11.51655978034363
9035,Phnom Penh,Dangkao,Cheung Aek,8865846067fffff,1557.49,72,112139.28,104.91053757278584,11.456857653729482
9036,Phnom Penh,Dangkao,Cheung Aek,8865846153fffff,2651.56,110,291671.6,104.91711097665174,11.477172275358665
9037,Phnom Penh,Saensokh,Tuek Thla,8865846a97fffff,4415.87,118,521072.66,104.8775468940136,11.55490019792284
9038,Phnom Penh,Saensokh,Tuek Thla,8865846abbfffff,1843.39,96,176965.44,104.88304355730811,11.564017130351465
9039,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f65fffff,1513.71,86,130179.06,104.86606302495224,11.577463182930817
9040,Phnom Penh,Pur SenChey,Kakab,8865846f01fffff,921.4,58,53441.2,104.84150342973886,11.557711315592679
9041,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610bfffff,2760.73,52,143557.96,104.92732803027306,11.485609234011267
9042,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846999fffff,1963.2,74,145276.80000000002,104.89753546196945,11.64848384666535
9043,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468ddfffff,2033.93,70,142375.1,104.87613994093265,11.589395347343835
9044,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847887fffff,372.81,64,23859.84,104.99113111776374,11.497178522930726
9045,Phnom Penh,Praek Pnov,Kouk Roka,8865846d05fffff,2923.28,54,157857.12000000002,104.81766193904781,11.626853656713338
9046,Phnom Penh,Dangkao,Cheung Aek,886584611bfffff,2773.41,68,188591.88,104.90183593879394,11.488106086027475
9047,Phnom Penh,Pur SenChey,Chaom Chau,8865846e67fffff,1104.73,118,130358.14,104.82124177042012,11.518808452051049
9048,Phnom Penh,Doun Penh,Srah Chak,8865846aa1fffff,3591.59,70,251411.30000000002,104.91408802321553,11.581620207445798
9049,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d7fffff,1144.13,112,128142.56000000001,104.86892084163526,11.597088242537986
9050,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a99fffff,4542.28,54,245283.12,104.88350839563695,11.536887002850458
9051,Phnom Penh,Mean Chey,Boeng Tumpun,8865846addfffff,1843.89,38,70067.82,104.90845104543634,11.534836417413334
9052,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846857fffff,890.91,42,37418.22,104.92991591110984,11.586660462766794
9053,Phnom Penh,Dangkao,Preaek Kampues,886584600dfffff,516.31,76,39239.56,104.89867371872643,11.448494334289386
9054,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a691fffff,848.69,80,67895.20000000001,104.92619858229946,11.710929204307709
9055,Phnom Penh,Dangkao,Cheung Aek,886584602dfffff,1726.45,70,120851.5,104.9114159304345,11.463923299730567
9056,Phnom Penh,Saensokh,Khmuonh,8865846d65fffff,458.87,68,31203.16,104.84748235104395,11.633581347659659
9057,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846837fffff,1407.29,76,106954.04,104.91789826941438,11.629191353048927
9058,Phnom Penh,Pur SenChey,Kamboul,8865846ee5fffff,897.91,38,34120.58,104.76986966762276,11.524741911106517
9059,Phnom Penh,Dangkao,Prey Veaeng,88658460a9fffff,878.44,118,103655.92000000001,104.83698230445113,11.470166234554785
9060,Phnom Penh,Pur SenChey,Chaom Chau,88658461b1fffff,803.48,86,69099.28,104.84942239565967,11.525194260116917
9061,Phnom Penh,Praek Pnov,Kouk Roka,8865846d5dfffff,798.76,54,43133.04,104.81673572122787,11.599258085118446
9062,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a9bfffff,3414.46,50,170723.0,104.87957010516924,11.542837462089654
9063,Phnom Penh,Dangkao,Dangkao,88658461e1fffff,2903.96,40,116158.4,104.89197083438732,11.50659374351016
9064,Phnom Penh,Praek Pnov,Kouk Roka,8865846d59fffff,1110.97,40,44438.8,104.81481272120594,11.590374265646188
9065,Phnom Penh,Dangkao,Cheung Aek,8865846153fffff,2132.91,94,200493.53999999998,104.91571071787035,11.473612203220082
9066,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a09fffff,6608.86,74,489055.63999999996,104.97454515866141,11.539906469024158
9067,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886580d369fffff,759.57,120,91148.40000000001,104.91299788589434,11.71643685621285
9068,Phnom Penh,Pur SenChey,Snaor,8865846c2bfffff,221.71,60,13302.6,104.77943722275074,11.585691084591597
9069,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a699fffff,309.87,88,27268.56,104.92979652899828,11.701040719742023
9070,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846855fffff,1087.01,74,80438.74,104.94215755037669,11.585131286446735
9071,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e5fffff,1645.31,46,75684.26,104.90430899989985,11.621382571005453
9072,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846107fffff,2603.1,90,234279.0,104.92399665302868,11.505656917773724
9073,Phnom Penh,Saensokh,Khmuonh,88658468bbfffff,826.96,58,47963.68,104.85395959752441,11.619972783090585
9074,Phnom Penh,Dangkao,Roluos,8865846019fffff,521.24,92,47954.08,104.87560927196961,11.430313838955174
9075,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a693fffff,668.98,94,62884.12,104.92081190529335,11.708763928333138
9076,Phnom Penh,Dangkao,Prey Sa,886584618bfffff,3907.08,78,304752.24,104.8643074362836,11.491945243612344
9077,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a7fffff,1306.43,62,80998.66,104.87291172338354,11.53101690782213
9078,Phnom Penh,Pur SenChey,Chaom Chau,88658461b7fffff,949.44,34,32280.960000000003,104.84623675104505,11.533433697920199
9079,Phnom Penh,Praek Pnov,Ponhea Pon,886580d28dfffff,1281.1,44,56368.399999999994,104.79938105799506,11.670333106587174
9080,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a5fffff,2460.45,116,285412.19999999995,104.88112082434293,11.535610169458312
9081,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d5fffff,2897.46,52,150667.92,104.87461685369207,11.594691060516075
9082,Phnom Penh,Dangkao,Spean Thma,886584603bfffff,2268.06,82,185980.91999999998,104.87110580281882,11.452681677914788
9083,Phnom Penh,Pur SenChey,Chaom Chau,8865846f59fffff,5528.61,52,287487.72,104.83957524090745,11.524642059427228
9084,Phnom Penh,Praek Pnov,Kouk Roka,8865846d55fffff,1044.38,116,121148.08000000002,104.81269396367499,11.604138404205282
9085,Phnom Penh,Dangkao,Dangkao,88658461e7fffff,823.85,106,87328.1,104.88725732405202,11.516419492452304
9086,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846851fffff,2819.77,64,180465.28,104.93970242801075,11.583646063585084
9087,Phnom Penh,Saensokh,Khmuonh,8865846891fffff,662.33,54,35765.82,104.85482981423941,11.609887932059147
9088,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846983fffff,2489.19,40,99567.6,104.90305251252148,11.65964799657111
9089,Phnom Penh,Praek Pnov,Ponsang,8865846d89fffff,554.92,80,44393.6,104.75447495081487,11.61301216813152
9090,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f21fffff,749.16,74,55437.84,104.85105379565418,11.579536987070547
9091,Phnom Penh,Dangkao,Preaek Kampues,8865846005fffff,280.33,78,21865.739999999998,104.89509163286817,11.451263541553905
9092,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a5dfffff,1627.14,90,146442.6,104.97380988311423,11.52539738662699
9093,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d9fffff,2125.21,112,238023.52000000002,104.87081661939958,11.579122161834643
9094,Phnom Penh,Pur SenChey,Kamboul,8865846c59fffff,628.41,62,38961.42,104.77835323921673,11.536370309665704
9095,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6dfffff,765.54,78,59712.119999999995,104.83508848118349,11.511820300381864
9096,Phnom Penh,Dangkao,Cheung Aek,8865846067fffff,1541.37,58,89399.45999999999,104.91524188463269,11.459516268628736
9097,Phnom Penh,Pur SenChey,Kakab,8865846f0dfffff,1167.63,36,42034.68000000001,104.8483168088104,11.555763822953132
9098,Phnom Penh,Chbar Ampov,Nirouth,8865846a19fffff,1881.44,70,131700.80000000002,104.95002800886077,11.536990382062646
9099,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469ddfffff,1703.68,52,88591.36,104.91557069755409,11.63412270480248
9100,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,886584681dfffff,4280.87,70,299660.89999999997,104.93124189850224,11.598775170133587
9101,Phnom Penh,Chbar Ampov,Preaek Pra,8865846165fffff,2093.35,62,129787.7,104.96265886705082,11.513842488074534
9102,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d1fffff,3084.81,70,215936.69999999998,104.86734214239809,11.586589193745082
9103,Phnom Penh,Dangkao,Preaek Kampues,8865846001fffff,1004.29,114,114489.06,104.89585917263526,11.448429814722763
9104,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469d5fffff,4240.14,90,381612.60000000003,104.91027749745473,11.649847082746783
9105,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846123fffff,1632.48,68,111008.64,104.92619035247554,11.521983730544891
9106,Phnom Penh,Chbar Ampov,Kbal Kaoh,88658478a3fffff,484.98,90,43648.200000000004,104.99434371610162,11.512250466998053
9107,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad3fffff,3358.51,104,349285.04000000004,104.89100104146695,11.534863040886265
9108,Phnom Penh,Pur SenChey,Kakab,8865846f1dfffff,1215.36,94,114243.84,104.82430315189858,11.556417417941793
9109,Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,2021.37,38,76812.06,104.95336464862525,11.524415946711523
9110,Phnom Penh,Saensokh,Khmuonh,8865846883fffff,1352.71,56,75751.76000000001,104.8735803531333,11.608394185145434
9111,Phnom Penh,Pur SenChey,Ovlaok,8865846c33fffff,151.19,82,12397.58,104.7571221636135,11.580915172703358
9112,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f17fffff,287.58,120,34509.6,104.81479592221362,11.56257110686189
9113,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846105fffff,2497.17,90,224745.30000000002,104.93891039681002,11.503517441170576
9114,Phnom Penh,Russey Keo,Ruessei Kaev,8865846817fffff,1062.06,114,121074.84,104.91111728275273,11.611189800103359
9115,Phnom Penh,Dangkao,Dangkao,88658461e5fffff,1550.93,56,86852.08,104.89411119573572,11.510933121025802
9116,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468c3fffff,2057.54,70,144027.8,104.88413733829098,11.592874325791527
9117,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d3fffff,1267.99,78,98903.22,104.86292663454135,11.5893393988333
9118,Phnom Penh,Dangkao,Prey Veaeng,88658460adfffff,338.83,88,29817.039999999997,104.85023076706291,11.477302693877583
9119,Phnom Penh,Pur SenChey,Chaom Chau,8865846f5bfffff,695.62,30,20868.6,104.83391702487714,11.528106058414247
9120,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846101fffff,2705.74,104,281396.95999999996,104.93202326737303,11.499840632867052
9121,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1427.46,92,131326.32,104.85421982167628,11.515608704674145
9122,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468dbfffff,3404.97,106,360926.82,104.86983937123226,11.581680196390279
9123,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c6dfffff,162.05,110,17825.5,104.8115080133837,11.573651827880354
9124,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f25fffff,527.64,94,49598.159999999996,104.85325059121351,11.585828197623323
9125,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846859fffff,2185.45,98,214174.09999999998,104.93741356708725,11.569823718650195
9126,Phnom Penh,Russey Keo,Tuol Sangke,886584681bfffff,2342.94,74,173377.56,104.9176947724755,11.592623030517863
9127,Phnom Penh,Chraoy Chongvar,Preaek Lieb,886584698bfffff,3237.96,60,194277.6,104.90961563027518,11.657822670247153
9128,Phnom Penh,Pur SenChey,Kamboul,8865846c5dfffff,375.86,48,18041.28,104.77817590667013,11.54061681237491
9129,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f29fffff,2478.24,76,188346.24,104.84794532480517,11.579493891284121
9130,Phnom Penh,Pur SenChey,Snaor,8865846c07fffff,973.69,102,99316.38,104.77680167779683,11.58038490240612
9131,Phnom Penh,Dangkao,Preaek Kampues,886584600bfffff,1112.36,66,73415.76,104.88413431432647,11.436576977626144
9132,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610dfffff,1858.47,90,167262.3,104.94313002666132,11.493137636515995
9133,Phnom Penh,Dangkao,Dangkao,88658461ebfffff,1695.09,48,81364.31999999999,104.88916088408746,11.497953555351012
9134,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f67fffff,803.31,62,49805.219999999994,104.85749595278381,11.571784502612132
9135,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,1866.96,88,164292.48,104.99613409734549,11.524197443633868
9136,Phnom Penh,Saensokh,Tuek Thla,8865846f69fffff,1922.09,84,161455.56,104.87088431548332,11.55815296862411
9137,Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,2429.47,74,179780.78,104.95620423803064,11.527780148098412
9138,Phnom Penh,Pur SenChey,Kakab,8865846f09fffff,1581.4,38,60093.200000000004,104.84595112405556,11.556045670162272
9139,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f2dfffff,1654.97,80,132397.6,104.85492184757673,11.58518256079784
9140,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a69bfffff,972.35,46,44728.1,104.9244583392204,11.70182886660888
9141,Phnom Penh,Chraoy Chongvar,Kaoh Dach,886584698dfffff,1089.85,30,32695.499999999996,104.928770063112,11.657984974159692
9142,Phnom Penh,Pur SenChey,Boeng Thum,886584653bfffff,139.58,106,14795.480000000001,104.74696009413566,11.469079211122075
9143,Phnom Penh,Praek Pnov,Kouk Roka,8865846f37fffff,1771.42,40,70856.8,104.82079989600747,11.589419911043864
9144,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad3fffff,2504.2,90,225377.99999999997,104.88996645856005,11.531145690751258
9145,Phnom Penh,Dangkao,Spean Thma,886584603bfffff,2245.56,34,76349.04,104.87515943915767,11.45235148412191
9146,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a7fffff,1091.84,98,107000.31999999999,104.87327121345119,11.530437981285825
9147,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a691fffff,786.15,98,77042.7,104.9294949979211,11.703772353385796
9148,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1515.01,120,181801.2,104.85790000571994,11.515549863148502
9149,Phnom Penh,Dangkao,Preaek Kampues,8865846005fffff,261.58,116,30343.28,104.90328633793409,11.450246838981041
9150,Phnom Penh,Praek Pnov,Ponhea Pon,886580d28dfffff,1488.7,58,86344.6,104.79952174198553,11.672673737685958
9151,Phnom Penh,Praek Pnov,Kouk Roka,8865846d55fffff,1127.61,86,96974.45999999999,104.81497770684028,11.601379933414515
9152,Phnom Penh,Saensokh,Tuek Thla,8865846f69fffff,1905.71,72,137211.12,104.86650661933903,11.554716417583066
9153,Phnom Penh,Pur SenChey,Ovlaok,8865846c33fffff,170.7,84,14338.8,104.75445360181108,11.582952913050038
9154,Phnom Penh,Mean Chey,Boeng Tumpun,8865846addfffff,5332.95,92,490631.39999999997,104.91054668791092,11.528157967408065
9155,Phnom Penh,Dangkao,Preaek Kampues,8865846001fffff,1011.44,90,91029.6,104.88986077652395,11.44322834279481
9156,Phnom Penh,Pur SenChey,Kamboul,8865846ee5fffff,1099.71,62,68182.02,104.76751327401901,11.531294886026858
9157,Phnom Penh,Dangkao,Dangkao,88658461ebfffff,1312.82,80,105025.59999999999,104.88611051865601,11.504972549703693
9158,Phnom Penh,Chbar Ampov,Kbal Kaoh,88658478a3fffff,616.52,74,45622.479999999996,104.98977270348867,11.515839305590548
9159,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846857fffff,3026.84,34,102912.56,104.92696629649392,11.590533545758404
9160,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d7fffff,1268.3,34,43122.2,104.86919410626147,11.601326467927318
9161,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846855fffff,937.29,100,93729.0,104.94277600199834,11.591899606590468
9162,Phnom Penh,Russey Keo,Ruessei Kaev,8865846817fffff,1702.56,44,74912.64,104.91815778085159,11.608250911745873
9163,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f65fffff,2024.13,92,186219.96000000002,104.8684852872936,11.568685378123924
9164,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d3fffff,1458.14,68,99153.52,104.86259570096018,11.588009507554316
9165,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6dfffff,788.54,104,82008.16,104.83414524570122,11.514470442431906
9166,Phnom Penh,Saensokh,Khmuonh,8865846891fffff,585.5,94,55037.0,104.85639048814014,11.604019749686259
9167,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846101fffff,2788.05,46,128250.3,104.92730761545937,11.49834659083754
9168,Phnom Penh,Praek Pnov,Ponsang,8865846d89fffff,455.6,112,51027.200000000004,104.75638146949854,11.617416314814683
9169,Phnom Penh,Pur SenChey,Kamboul,8865846c5dfffff,487.05,114,55523.700000000004,104.7837672959884,11.540509435997611
9170,Phnom Penh,Praek Pnov,Kouk Roka,8865846d59fffff,962.32,92,88533.44,104.81663640060766,11.58490579064019
9171,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846123fffff,2865.52,94,269358.88,104.93247912819866,11.515182464576299
9172,Phnom Penh,Pur SenChey,Kakab,8865846f0dfffff,1094.96,58,63507.68,104.85521510973942,11.555994591561083
9173,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,886584681dfffff,4168.59,56,233441.04,104.93138608455743,11.59840712604251
9174,Phnom Penh,Chbar Ampov,Preaek Pra,8865846165fffff,2059.52,36,74142.72,104.95760417486014,11.51248384584466
9175,Phnom Penh,Dangkao,Cheung Aek,8865846067fffff,1715.52,114,195569.28,104.91339460960384,11.463611795906015
9176,Phnom Penh,Saensokh,Khmuonh,8865846883fffff,1315.54,82,107874.28,104.8708921863986,11.613338508489816
9177,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469d5fffff,4587.87,120,550544.4,104.91719606862071,11.644505031193022
9178,Phnom Penh,Pur SenChey,Chaom Chau,88658461b7fffff,783.89,54,42330.06,104.85041484828022,11.5336797963567
9179,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f2dfffff,1033.7,66,68224.2,104.85734830619658,11.586017446097634
9180,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886580d369fffff,691.45,38,26275.100000000002,104.92179622867931,11.717976256516545
9181,Phnom Penh,Pur SenChey,Boeng Thum,886584653bfffff,138.66,88,12202.08,104.74471941151086,11.47368145080165
9182,Phnom Penh,Praek Pnov,Kouk Roka,8865846d5dfffff,716.54,110,78819.4,104.81336047808455,11.594172449770602
9183,Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,2881.26,62,178638.12000000002,104.95909908240098,11.528466679410844
9184,Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,2295.79,92,211212.68,104.94941269567902,11.521590966941906
9185,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846851fffff,1924.42,56,107767.52,104.93612066156375,11.584649741066055
9186,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f67fffff,790.24,110,86926.4,104.8580195178422,11.569632558761114
9187,Phnom Penh,Dangkao,Dangkao,88658461e5fffff,1555.34,38,59102.92,104.899178390542,11.513824041163675
9188,Phnom Penh,Dangkao,Cheung Aek,8865846153fffff,2486.22,104,258566.87999999998,104.91156570101258,11.474710992319126
9189,Phnom Penh,Pur SenChey,Chaom Chau,8865846f5bfffff,808.67,90,72780.3,104.82786979308068,11.532782586314775
9190,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d9fffff,2489.73,56,139424.88,104.87886938444375,11.578716106466246
9191,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f25fffff,440.21,112,49303.52,104.85655528442143,11.59562873824769
9192,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846999fffff,2073.95,64,132732.8,104.89819312251217,11.649356143667863
9193,Phnom Penh,Dangkao,Preaek Kampues,886584600dfffff,547.59,112,61330.08,104.89959800748741,11.443984318469438
9194,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a699fffff,337.0,32,10784.0,104.93749587994172,11.69592733595548
9195,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846105fffff,2192.78,58,127181.24,104.93811642670465,11.505399242108284
9196,Phnom Penh,Pur SenChey,Kakab,8865846f1dfffff,484.42,42,20345.64,104.82782415358932,11.556879486487132
9197,Phnom Penh,Dangkao,Cheung Aek,886584602dfffff,1568.06,70,109764.2,104.91027636936491,11.472107651966057
9198,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a09fffff,5669.26,76,430863.76,104.97455304322608,11.537092667946787
9199,Phnom Penh,Chraoy Chongvar,Preaek Lieb,886584698bfffff,3104.19,116,360086.04,104.91317423892632,11.653808712618044
9200,Phnom Penh,Pur SenChey,Chaom Chau,8865846f59fffff,5650.53,56,316429.68,104.84233739009211,11.532602407770792
9201,Phnom Penh,Saensokh,Khmuonh,8865846d65fffff,438.78,78,34224.84,104.84868442884107,11.629955022502095
9202,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c6dfffff,219.69,46,10105.74,104.80899657460272,11.567796400809854
9203,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f21fffff,774.89,90,69740.1,104.84825019783061,11.585401397078499
9204,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a69bfffff,1123.2,102,114566.40000000001,104.92538358428001,11.700573565379173
9205,Phnom Penh,Dangkao,Roluos,8865846019fffff,538.29,84,45216.36,104.87323627855669,11.431065676348416
9206,Phnom Penh,Pur SenChey,Chaom Chau,88658461b1fffff,798.96,88,70308.48000000001,104.84809393824398,11.51654384305359
9207,Phnom Penh,Pur SenChey,Kakab,8865846f09fffff,1405.63,86,120884.18000000001,104.8415975993477,11.551174192572393
9208,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847887fffff,307.09,50,15354.499999999998,104.98785584082201,11.501135624014266
9209,Phnom Penh,Pur SenChey,Snaor,8865846c07fffff,722.4,44,31785.6,104.77332742843174,11.574098668161366
9210,Phnom Penh,Dangkao,Prey Sa,886584618bfffff,4185.95,120,502314.0,104.86357511344764,11.495836875957849
9211,Phnom Penh,Saensokh,Tuek Thla,8865846abbfffff,2045.48,112,229093.76,104.87935195111953,11.56887501398639
9212,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,978.3,80,78264.0,104.99479077190645,11.534117798711922
