n_gas_station_in_1km_to_2km,n_borey_in_3km_to_5km,n_pre_school_in_1km,address_line_2,n_atm_in_1km_to_2km,n_super_market_in_1km,n_resturant_in_1km_to_2km,h_id,n_atm_in_3km_to_5km,population,near_Phnom_Penh_Airport_in_km,n_pre_school_in_1km_to_2km,n_cafe_in_1km,near_Phsar_kandal_in_km,n_seven_eleven_in_1km_to_2km,n_university_in_2km_to_3km,n_atm_5km,n_atm_in_1km,near_AEON_Mall_3_in_km,n_university_in_3km_to_5km,price_per_m2
9,8,1,44,0,0,0,432,219,4083.0,12,3,4,5,2,1,231,0,6,11,2195.121951219512
12,5,2,68,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2191.780821917808
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2190.4761904761904
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2188.4692574347746
4,13,2,52,12,1,0,346,150,4621.0,5,3,6,6,2,24,192,6,12,53,2187.5
14,9,6,52,285,12,25,481,156,28799.0,9,16,20,0,2,26,1021,264,9,51,2182.5396825396824
12,5,2,22,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2182.397332754809
21,14,2,52,24,0,0,346,131,4621.0,5,2,2,6,2,27,173,0,12,47,2180.851063829787
24,9,8,102,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2178.921568627451
4,7,0,107,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2178.5714285714284
3,7,0,14,0,0,0,165,66,8431.0,12,0,1,7,0,0,72,0,3,5,2173.913043478261
16,12,0,52,18,0,0,346,128,4621.0,5,3,3,6,2,19,164,0,12,55,2173.913043478261
3,19,0,27,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,2173.913043478261
16,19,3,85,30,4,5,477,606,24762.0,8,11,5,4,3,11,756,18,5,60,2172.760996290408
46,15,2,8,190,3,1,436,450,26838.0,6,20,3,3,9,31,1021,12,7,31,2171.428571428572
3,19,0,19,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,2171.428571428572
28,11,6,99,78,3,5,441,532,29434.0,6,17,4,3,7,46,985,18,7,44,2168.6746987951806
7,10,1,36,12,0,0,359,174,5598.0,11,3,0,5,1,0,192,0,14,13,2166.6666666666665
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,2161.4227086183314
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2160.0
9,4,1,44,0,2,0,430,267,3952.0,12,0,1,5,3,2,285,0,5,14,2158.0
0,6,0,73,0,0,0,373,6,107.0,13,1,0,9,0,1,6,0,18,2,2153.846153846154
20,17,2,41,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2152.777777777778
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2151.300236406619
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2150.0
27,25,1,35,36,3,0,446,539,16032.0,4,10,7,5,2,36,635,6,9,28,2150.0
21,11,0,53,432,13,47,456,186,16252.0,9,12,11,1,8,40,1027,208,10,46,2146.2639109697934
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2146.0072452354702
3,19,0,27,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,2142.8571428571427
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2135.9223300970875
11,15,2,52,18,1,0,346,215,4621.0,5,4,4,6,2,29,263,6,12,47,2133.333333333333
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2131.5192743764173
12,4,2,44,6,0,0,181,150,8223.0,12,1,2,5,2,0,156,0,5,9,2130.325814536341
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2130.325814536341
7,7,0,44,0,2,0,430,156,3952.0,13,3,3,5,2,0,162,0,6,10,2130.325814536341
33,23,10,3,250,11,21,467,232,23239.0,8,30,17,2,8,15,985,66,6,64,2129.508909169926
39,16,5,97,181,3,0,439,446,20882.0,6,18,14,3,6,36,1033,24,8,23,2127.9829761361907
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2127.5007464914897
1,24,0,19,0,0,0,171,12,2496.0,8,1,0,9,1,1,12,0,2,1,2126.6666666666665
9,16,10,11,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,2125.984251968504
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,2125.0
14,10,2,52,12,0,0,346,116,4621.0,5,3,4,6,2,16,152,0,12,57,2125.0
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2123.356926188069
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2121.212121212121
9,16,10,14,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,2121.212121212121
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2121.212121212121
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2117.6470588235293
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,2116.4021164021165
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,2115.158636897768
20,17,2,98,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2112.5
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2109.803921568628
24,9,8,78,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2109.375
17,10,1,73,313,4,49,311,216,5351.0,10,5,6,1,7,10,973,115,10,64,2108.262108262108
9,16,10,6,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,2105.263157894737
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2105.2631578947367
8,22,1,75,0,1,0,246,12,3219.0,7,0,1,9,1,1,12,0,3,5,2102.2727272727275
10,15,1,26,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,2100.840336134454
4,7,0,107,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2100.840336134453
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2100.840336134453
9,8,1,68,0,0,0,430,231,3952.0,12,3,4,5,2,1,243,0,6,11,2100.0
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,2100.0
21,11,0,52,432,13,47,456,186,16252.0,9,12,11,1,8,40,1027,208,10,46,2100.0
20,17,2,41,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2098.404255319149
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,2097.777777777778
19,14,2,52,24,0,0,346,150,4621.0,5,3,2,6,2,27,192,0,12,47,2095.2380952380954
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2094.972067039106
24,9,8,102,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2093.75
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2090.4761904761904
20,17,2,41,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2089.895470383275
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,2089.5522388059703
0,20,0,83,0,0,0,104,0,557.0,10,0,0,13,0,0,0,0,5,0,2083.333333333333
16,19,3,85,30,4,5,477,606,24762.0,8,11,5,4,3,11,756,18,5,60,2074.79674796748
4,7,0,107,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2072.829131652661
24,15,6,2,66,3,1,457,722,5039.0,6,19,9,4,2,15,997,18,9,32,2067.901234567901
24,9,8,100,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2066.326530612245
8,10,1,22,0,0,0,417,448,3794.0,12,3,3,4,2,4,496,0,6,16,2066.115702479339
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,2066.115702479339
20,17,2,46,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2062.5
20,17,2,46,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2059.202059202059
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,2058.823529411765
20,17,2,98,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2058.288770053476
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2057.2916666666665
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2056.4323290291727
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,2056.277056277056
3,19,0,27,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,2055.921052631579
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,2052.6315789473683
20,17,2,98,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2050.2645502645505
9,24,0,19,0,1,0,241,66,3259.0,7,0,2,8,0,1,66,0,3,11,2050.0
9,24,0,19,0,1,0,241,66,3259.0,7,0,2,8,0,1,66,0,3,11,2048.5175202156333
20,18,12,1,184,9,18,467,388,23239.0,8,26,12,3,5,24,985,36,6,62,2045.9770114942528
9,24,0,19,0,1,0,241,66,3259.0,7,0,2,8,0,1,66,0,3,11,2045.4545454545453
3,19,0,64,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,2045.4545454545453
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,2045.1127819548872
17,10,1,26,313,4,49,311,216,5351.0,10,5,6,1,7,10,973,115,10,64,2044.4444444444443
17,10,1,70,313,4,49,311,216,5351.0,10,5,6,1,7,10,973,115,10,64,2044.4444444444443
0,5,0,73,0,0,0,396,6,2956.0,13,0,1,9,2,1,6,0,18,2,2044.4444444444443
30,14,0,87,42,0,1,471,528,16637.0,7,11,1,5,6,11,606,0,5,68,2043.4782608695648
9,16,10,29,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,2040.8163265306123
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2040.8163265306123
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,2040.8163265306123
12,8,0,15,6,0,0,175,288,8422.0,11,5,1,5,0,2,324,0,4,18,2040.8163265306123
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2038.888888888889
7,8,0,44,0,2,0,432,296,4083.0,13,4,0,4,1,1,302,0,7,11,2038.4615384615383
12,16,2,52,0,1,0,348,160,2630.0,7,4,6,6,1,15,208,6,13,64,2038.216560509554
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2038.216560509554
9,24,0,19,0,1,0,241,66,3259.0,7,0,2,8,0,1,66,0,3,11,2038.0434782608693
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,2034.5305038288727
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2034.2857142857144
21,11,0,52,432,13,47,456,186,16252.0,9,12,11,1,8,40,1027,208,10,46,2031.746031746032
24,9,8,78,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2031.25
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,2021.276595744681
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,2018.633540372671
9,16,10,108,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,2017.506752139533
36,17,12,2,54,8,0,344,733,4251.0,6,13,12,4,4,25,907,6,11,38,2011.661807580175
0,3,0,44,0,0,0,195,36,665.0,13,2,1,6,0,0,42,0,5,3,2007.692307692308
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,2002.2093344380005
17,10,1,26,313,4,49,311,216,5351.0,10,5,6,1,7,10,973,115,10,64,2000.0
20,13,5,11,60,5,1,465,676,27697.0,8,16,7,4,6,12,913,12,5,64,2000.0
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,2000.0
21,11,0,52,432,13,47,456,186,16252.0,9,12,11,1,8,40,1027,208,10,46,2000.0
7,10,0,41,0,1,0,706,24,524.0,4,1,0,9,0,1,24,0,14,18,2000.0
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,2000.0
27,25,1,98,36,3,0,446,539,16032.0,4,10,7,5,2,36,635,6,9,28,2000.0
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2000.0
20,17,2,41,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,2000.0
40,17,4,95,165,0,0,437,500,29015.0,6,16,6,3,8,30,1027,18,8,27,2000.0
26,10,1,102,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,2000.0
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,2000.0
25,22,10,10,102,6,17,464,584,18375.0,9,21,13,3,5,9,937,30,6,59,2000.0
32,16,0,14,30,0,1,471,482,16637.0,6,10,1,5,4,9,560,0,5,71,1999.0
0,14,0,14,0,0,0,168,12,26.0,11,0,1,8,0,0,18,0,1,2,1998.001998001998
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1996.875
39,16,5,8,181,3,0,439,446,20882.0,6,18,14,3,6,36,1033,24,8,23,1995.305164319249
17,10,1,26,313,4,49,311,216,5351.0,10,5,6,1,7,10,973,115,10,64,1994.047619047619
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1992.2630560928435
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1991.304347826087
26,15,1,35,12,1,0,731,217,3626.0,4,5,3,6,2,25,271,6,11,41,1991.2045454545453
20,17,2,46,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1990.4761904761904
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1989.795918367347
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1988.636363636364
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1988.636363636364
9,16,10,29,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1984.126984126984
0,4,0,82,0,0,0,489,0,735.0,5,0,0,15,0,0,0,0,16,0,1984.126984126984
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1983.4710743801647
19,11,15,1,96,5,3,451,547,7618.0,7,8,5,3,6,23,997,18,10,37,1982.5072886297376
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1979.9498746867168
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1978.609625668449
3,19,0,27,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,1977.7777777777776
3,19,0,75,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,1976.744186046512
1,5,0,70,0,0,0,396,6,2956.0,13,0,0,9,0,1,6,0,18,2,1975.3086419753083
2,6,0,70,0,0,0,400,12,3373.0,13,0,2,7,0,0,12,0,17,2,1975.3086419753083
18,19,5,86,42,5,5,477,675,24762.0,8,14,7,4,5,11,831,18,5,62,1974.7899159663864
8,14,0,17,0,0,0,702,6,2554.0,1,0,0,11,1,0,6,0,12,8,1973.684210526316
26,15,1,35,12,1,0,731,217,3626.0,4,5,3,6,2,25,271,6,11,41,1973.391590678825
9,16,10,28,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1968.75
14,9,6,52,285,12,25,481,156,28799.0,9,16,20,0,2,26,1021,264,9,51,1968.253968253968
6,9,1,68,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,1964.9122807017543
24,9,8,78,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1964.2857142857144
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1964.2857142857144
9,16,10,101,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1964.2857142857144
4,16,0,75,0,0,0,201,0,2310.0,5,0,0,10,2,0,0,0,6,2,1962.0958751393528
27,25,1,41,36,3,0,446,539,16032.0,4,10,7,5,2,36,635,6,9,28,1960.7843137254904
4,7,0,107,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1960.78431372549
7,8,1,44,0,0,0,430,327,3952.0,12,3,5,5,2,1,339,0,6,14,1960.2272727272727
7,3,1,44,0,0,0,434,120,3829.0,13,2,0,6,2,0,126,0,5,8,1960.2272727272727
4,7,1,44,0,2,0,429,138,3342.0,13,3,5,5,2,0,144,0,6,9,1960.2272727272727
1,5,0,70,0,0,0,302,30,2575.0,12,0,0,7,2,2,36,0,16,2,1958.585858585859
4,7,1,44,0,2,0,429,156,3342.0,13,3,6,5,2,0,156,0,6,9,1956.5217391304348
3,19,0,27,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,1956.5217391304348
0,7,0,73,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,1955.555555555556
4,3,0,68,0,0,0,423,6,3164.0,15,1,0,6,1,0,6,0,8,1,1950.0
30,14,0,85,42,0,1,471,528,16637.0,7,11,1,5,6,11,606,0,5,68,1949.8910675381264
17,21,0,35,6,0,0,476,322,20104.0,6,3,1,6,2,6,352,0,5,61,1949.8181818181813
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1944.4444444444443
16,19,3,85,30,4,5,477,606,24762.0,8,11,5,4,3,11,756,18,5,60,1944.4444444444443
24,9,8,78,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1940.2985074626863
27,25,1,46,36,3,0,446,539,16032.0,4,10,7,5,2,36,635,6,9,28,1939.655172413793
2,7,0,70,0,0,0,400,12,3373.0,13,0,2,8,0,0,12,0,17,2,1938.7755102040817
4,16,0,27,0,0,0,201,0,2310.0,5,0,0,10,2,0,0,0,6,2,1937.5
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,1937.3219373219367
10,15,1,26,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1935.1851851851848
27,25,1,35,36,3,0,446,539,16032.0,4,10,7,5,2,36,635,6,9,28,1934.2359767891685
4,16,0,27,0,0,0,201,0,2310.0,5,0,0,10,2,0,0,0,6,2,1928.9473684210527
21,11,0,52,432,13,47,456,186,16252.0,9,12,11,1,8,40,1027,208,10,46,1928.571428571429
4,7,0,22,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1923.076923076923
24,9,8,78,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1920.0
16,19,3,85,30,4,5,477,606,24762.0,8,11,5,4,3,11,756,18,5,60,1918.1818181818185
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1918.158567774936
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1917.989417989418
20,17,2,41,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1917.6136363636365
0,7,0,73,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,1915.584415584416
16,19,3,85,30,4,5,477,606,24762.0,8,11,5,4,3,11,756,18,5,60,1914.5299145299143
34,11,3,101,113,3,7,453,312,36545.0,8,16,5,2,5,50,985,30,11,40,1913.58024691358
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,1913.2653061224487
14,9,6,52,285,12,25,481,156,28799.0,9,16,20,0,2,26,1021,264,9,51,1913.0434782608693
12,16,2,52,18,1,0,348,266,2630.0,6,5,11,5,1,18,326,0,12,64,1910.8280254777071
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,1906.25
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,1904.7619047619048
9,24,0,27,0,1,0,241,66,3259.0,7,0,2,8,0,1,66,0,3,11,1904.7619047619048
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1904.7619047619048
20,18,12,10,184,9,18,467,388,23239.0,8,26,12,3,5,24,985,36,6,62,1904.7619047619048
24,9,8,78,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1904.7619047619048
24,22,9,11,90,6,16,464,571,18375.0,9,21,12,3,5,10,925,30,5,59,1904.255319148936
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1904.126984126984
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,1901.4084507042253
5,3,1,14,6,0,0,434,96,3829.0,13,2,0,6,1,0,102,0,5,7,1900.0
9,16,10,11,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1900.0
4,7,0,107,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1900.0
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,1900.0
1,9,0,28,0,0,0,578,0,1775.0,5,0,0,14,1,0,0,0,17,0,1899.827288428325
20,18,12,11,184,9,18,467,388,23239.0,8,26,12,3,5,24,985,36,6,62,1899.171270718232
4,7,1,78,0,0,0,399,42,2574.0,11,1,0,7,3,1,48,0,16,4,1899.0775908844275
3,19,0,27,0,0,0,174,0,1551.0,10,0,0,10,0,0,0,0,1,1,1893.939393939394
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1893.8307030129129
7,25,0,27,0,1,0,246,18,3219.0,7,0,1,8,1,1,18,0,3,5,1890.2439024390244
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1890.087313816128
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,1889.0200708382529
9,16,10,11,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1888.888888888889
9,16,10,11,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1888.888888888889
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,1888.372093023256
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1886.7924528301885
10,15,1,0,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1885.7142857142856
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1879.6992481203008
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1879.5180722891569
4,5,0,107,0,0,0,435,24,1099.0,14,1,0,6,2,1,24,0,7,1,1879.5180722891569
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1878.9808917197447
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1877.7777777777776
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,1875.0
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1875.0
4,16,0,75,0,0,0,201,0,2310.0,5,0,0,10,2,0,0,0,6,2,1875.0
2,5,0,70,0,0,0,400,12,3373.0,13,0,2,8,0,0,12,0,17,2,1875.0
6,9,2,22,0,2,0,430,282,3952.0,12,0,3,5,2,2,306,0,6,14,1875.0
12,5,2,44,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1875.0
20,17,2,98,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1875.0
9,16,10,4,206,13,34,482,175,7658.0,10,16,14,2,8,11,973,84,7,54,1875.0
12,5,2,72,6,0,0,181,168,8223.0,12,1,2,5,2,0,174,0,5,9,1875.0
17,10,1,70,317,2,52,307,210,2841.0,10,5,7,1,7,10,967,105,10,64,1875.0
8,20,0,30,0,0,0,694,12,4108.0,0,0,4,9,1,4,18,0,11,16,1874.9875
17,17,1,52,6,0,0,316,134,6031.0,6,5,0,6,0,8,158,0,13,66,1872.6591760299625
7,10,0,89,0,0,0,326,0,2082.0,10,0,0,9,2,0,0,0,17,2,1870.3947368421047
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1869.65811965812
4,16,0,75,0,0,0,201,0,2310.0,5,0,0,10,2,0,0,0,6,2,1869.5652173913045
2,15,0,22,6,0,0,166,90,2745.0,10,0,2,7,0,1,96,0,2,6,1864.801864801865
26,10,1,78,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,1863.354037267081
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,1863.354037267081
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1862.0689655172407
20,11,0,52,414,14,42,456,186,16252.0,9,12,10,1,6,40,1027,218,10,46,1861.4130434782608
24,15,6,2,66,3,1,457,722,5039.0,6,19,9,4,2,15,997,18,9,32,1857.142857142857
20,17,2,46,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1854.3046357615888
10,15,1,70,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1853.9325842696628
19,13,2,52,24,0,0,346,128,4621.0,5,2,3,6,2,22,164,0,12,52,1853.3333333333333
0,7,0,70,0,0,0,367,0,1785.0,14,0,0,10,2,0,0,0,19,2,1851.851851851852
30,14,0,85,42,0,1,471,528,16637.0,7,11,1,5,6,11,606,0,5,68,1851.851851851852
2,6,0,70,0,0,0,400,12,3373.0,13,1,2,7,0,1,12,0,17,1,1851.851851851852
4,7,0,44,0,0,0,429,66,3342.0,13,3,1,6,3,0,66,0,6,6,1850.9316770186333
8,13,0,15,12,0,0,176,276,9638.0,10,2,5,5,0,2,330,0,4,19,1850.0
16,12,1,15,24,0,1,176,464,9638.0,10,7,3,4,4,4,554,0,4,25,1849.968051118211
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,1847.8260869565213
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,1843.9716312056737
10,15,1,26,134,2,32,296,405,11327.0,10,3,3,2,1,7,931,18,11,70,1843.75
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,1843.5754189944128
6,9,1,44,0,0,1,177,480,11754.0,11,4,0,4,1,5,576,0,5,18,1842.1052631578948
20,17,2,35,54,3,0,449,761,23197.0,5,13,3,4,4,54,985,12,7,34,1842.1052631578948
35,20,7,17,367,10,31,442,138,23250.0,8,37,18,2,11,32,1009,78,7,54,1839.572192513369
10,9,0,27,0,0,0,213,102,12462.0,5,1,0,7,2,7,108,0,5,26,1839.0804597701149
26,10,1,21,91,0,4,297,410,29575.0,9,14,0,3,3,36,937,18,11,51,1838.7096774193549
17,10,1,70,313,4,49,311,216,5351.0,10,5,6,1,7,10,973,115,10,64,1834.5563709139424
24,9,8,21,62,5,2,343,690,8037.0,8,16,10,3,1,47,895,12,11,38,1834.3949044585988
16,19,3,85,30,4,5,477,606,24762.0,8,11,5,4,3,11,756,18,5,60,1833.3333333333333
