latitude,longitude,population,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_3km_to_5km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_3km_to_5km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_3km_to_5km,n_resturant_in_3km_to_5km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,mean,median,max,min,category_name_Business,category_name_CommercialShophouse,category_name_Condo,category_name_Factory,category_name_Flat,category_name_Food/Hospitality,category_name_Hotel,category_name_House,category_name_Land,category_name_Land/Development,category_name_Offices,category_name_Penthouse,category_name_Retail,category_name_Retreat,category_name_ServicedApartment,category_name_Shophouse,category_name_Studio,category_name_Terrace,category_name_Twin Villa,category_name_Unit,category_name_Villa,category_name_Warehouse,category_name_condo,category_name_other,category_name_project,category_name_residential,price_per_m2
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2763,2589,5000,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.5719381688468
11,104,7658,41,39,70,7,50,68,38,20,12,27,30,32,18,35,15,37,55,4,28,21,78,31,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.4957983193278
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,2377,2103,6435,457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518.9174261253795
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2022,1458,6321,600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.857142857143
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,870,844,3750,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.857142857143
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2066,1888,6222,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.857142857143
11,104,23239,45,35,80,28,34,73,40,23,33,30,35,34,21,25,21,36,65,50,28,26,64,63,2730,2129,8500,370,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517.2413793103449
11,104,18149,48,36,72,29,30,79,23,17,11,29,26,34,30,26,21,35,63,6,22,23,77,27,2730,2129,8500,370,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516.8539325842696
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,1202,986,3194,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1516.6835187057634
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.0
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.0
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1514.5680913874985
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1707,1460,4625,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1514.4454799627215
11,104,1551,2,3,11,3,1,28,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,0,1494,1363,3710,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513.6363636363635
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.1951219512196
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,2049,1991,5972,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511.6279069767445
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2763,2589,5000,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511.4293434206973
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3060,2028,6461,1098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511.2262521588946
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2082,1748,6333,960,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510.7913669064749
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1507.936507936508
11,104,2554,4,8,14,9,8,35,0,1,7,0,1,5,0,7,4,16,7,0,0,3,0,1,1226,1312,1506,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1506.849315068493
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,1932,1849,3913,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1506.849315068493
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1506.7368421052631
11,104,3259,2,2,42,9,6,42,0,5,2,0,6,15,1,17,5,21,11,7,0,13,0,11,2051,2041,5902,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1505.6818181818182
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2226,1856,5625,905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504.424778761062
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2082,1748,6333,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1502.79089738085
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2376,2000,6000,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501.5015015015013
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,2421,2050,6363,398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.523560209424
11,104,3259,2,2,42,9,6,42,0,5,2,0,6,15,1,17,5,21,11,7,0,13,0,11,1622,1497,4296,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,5029,19,25,93,10,17,70,25,65,21,18,56,60,9,36,6,36,66,27,24,46,60,59,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2471,2289,5212,233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,1932,1849,3913,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,18375,40,27,78,30,17,76,50,37,46,27,42,25,14,25,16,34,60,68,18,31,47,94,2867,2500,6000,546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,18149,44,37,69,10,46,71,34,16,9,27,30,35,16,35,15,39,56,4,19,24,70,30,3529,3418,6388,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,16252,31,45,77,21,26,82,23,21,9,39,27,44,22,30,20,28,46,8,26,30,27,31,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1500.0
11,104,16637,13,32,86,30,26,64,6,87,37,20,47,44,9,37,19,38,68,34,9,53,6,81,2269,1833,6400,622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,25191,56,53,62,41,41,68,26,7,11,40,13,24,20,27,25,35,29,2,35,23,70,18,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,1707,1460,4625,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1500.0
11,104,4318,14,27,86,4,21,57,31,64,17,25,49,54,4,34,11,30,48,24,19,45,58,63,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2945,2878,6465,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1500.0
11,104,16637,14,32,87,29,24,65,6,88,37,19,48,43,11,36,18,41,66,34,7,53,7,80,2094,1771,3854,1078,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,1909,1661,5347,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2022,1458,6321,600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,5351,27,37,87,17,26,63,54,30,15,17,53,60,14,32,10,33,64,16,26,34,47,36,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2421,2050,6363,398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,118,4,1,12,3,6,12,0,0,0,0,0,1,0,5,0,1,1,0,0,1,0,1,1794,1875,3333,166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2066,1888,6222,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2376,2000,6000,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498.620522749274
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498.0
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498.0
11,104,1551,2,3,11,3,1,28,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,0,1494,1363,3710,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1495.3271028037384
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2082,1748,6333,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1494.949494949495
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1494.5652173913045
11,104,2310,2,0,15,4,2,28,0,1,3,0,0,1,0,4,3,9,2,0,0,3,0,0,1622,1497,4296,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1494.5652173913045
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1494.4444444444443
11,104,23239,44,31,81,31,23,79,43,25,37,31,35,33,20,23,20,38,64,58,29,25,58,73,2730,2129,8500,370,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493.5064935064936
11,104,8037,11,47,85,29,40,64,36,65,67,12,70,37,8,33,10,40,43,95,10,57,33,122,2139,1834,5138,783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493.3333333333333
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1492.063492063492
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2714,2571,4910,861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1490.1960784313726
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1489.5729890764646
11,104,5598,4,11,44,7,11,55,0,10,11,3,17,25,2,23,1,13,11,6,1,18,2,27,1676,1679,3000,725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1489.4805436603983
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1707,1460,4625,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488.095238095238
11,104,2310,2,0,15,4,2,28,0,1,3,0,0,1,0,4,3,9,2,0,0,3,0,0,1622,1497,4296,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1488.095238095238
11,104,2574,3,7,22,4,8,27,0,0,3,0,6,5,3,8,1,5,4,0,0,7,1,7,2139,1834,5138,783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1488.095238095238
11,104,4119,19,39,76,24,50,80,5,62,15,13,37,29,10,34,25,32,27,14,13,35,15,68,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1488.095238095238
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2226,1856,5625,905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488.095238095238
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2139,1834,5138,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1488.095238095238
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,1008,1028,2470,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1488.0382775119615
11,104,16252,31,45,77,21,26,82,23,21,9,39,27,44,22,30,20,28,46,8,26,30,27,31,2984,2590,6451,1488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488.0
11,104,1785,1,2,6,0,1,12,0,0,0,0,0,2,0,4,0,2,2,0,0,0,0,0,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1487.5
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.4864864864865
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485.7142857142858
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,1794,1875,3333,166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484.375
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,1677,1645,6250,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1483.957219251337
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,1008,1028,2470,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483.5630965005305
11,104,977,0,1,15,0,8,17,0,1,0,0,0,1,0,9,0,2,1,0,0,2,0,1,2051,2041,5902,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1483.1460674157304
11,104,29575,25,50,67,26,29,68,34,61,43,27,58,46,12,35,18,29,51,57,27,43,73,75,2139,1834,5138,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1482.142857142857
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1481.4814814814815
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1481.4814814814815
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1481.4814814814815
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1481.4814814814815
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2471,2289,5212,233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.723404255319
11,104,3341,1,9,32,9,5,42,0,0,5,0,8,19,1,18,0,11,10,1,0,10,0,9,2082,1748,6333,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1478.2608695652175
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,2454,2600,5238,550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475.0
11,104,8223,9,7,54,11,6,33,1,19,18,1,18,33,5,21,3,13,9,24,1,29,0,29,1220,1230,2922,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1472.2222222222222
11,104,2286,0,0,12,3,0,9,0,2,0,0,0,2,1,1,0,1,0,0,0,2,0,0,1220,1230,2922,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1471.825063078217
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2022,1458,6321,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471.489883507051
11,104,2575,2,3,17,1,2,25,0,0,1,0,4,8,1,12,2,4,2,0,0,5,1,5,1858,1709,5252,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1470.5882352941176
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2999,3159,4999,287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470.5882352941176
11,104,5351,27,37,87,17,26,63,54,30,15,17,53,60,14,32,10,33,64,16,26,34,47,36,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469.3877551020407
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.9685930885105
11,104,27697,24,34,88,24,21,74,26,72,74,26,49,31,9,40,18,41,71,95,21,56,20,135,2022,1458,6321,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.6666666666667
11,104,2554,6,6,15,8,9,36,0,1,7,0,1,5,0,7,3,15,8,0,0,5,0,1,1527,824,5078,390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.6666666666667
11,104,5598,3,6,61,5,10,59,0,15,22,2,27,26,1,18,4,12,15,42,1,23,2,58,1909,1661,5347,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1466.6666666666667
11,104,5336,24,44,64,12,20,67,33,51,16,42,36,24,7,32,11,27,30,24,36,24,76,74,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.6666666666667
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1464.3363249881909
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2226,1856,5625,905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.4146341463415
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.7414903403862
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2202,1844,5673,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.3655913978494
11,104,11754,10,36,56,6,14,42,9,61,55,7,53,29,4,27,5,23,18,67,10,53,16,91,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461.5384615384614
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1707,1460,4625,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460.3174603174602
11,104,5351,27,37,87,17,26,63,54,30,15,17,53,60,14,32,10,33,64,16,26,34,47,36,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1458.8235294117646
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2421,2050,6363,398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458.3333333333337
11,104,16032,13,22,105,27,31,113,7,62,25,18,42,42,6,34,24,41,27,22,10,49,9,84,1707,1460,4625,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1458.3333333333333
11,104,11748,9,26,67,17,36,89,3,41,12,7,39,46,2,32,14,48,49,4,9,25,7,33,2421,2050,6363,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1456.953642384106
11,104,8037,25,41,84,33,35,67,38,64,65,15,68,42,6,40,12,44,38,102,14,57,44,114,3570,3666,6370,476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456.7777777777778
11,104,2841,26,33,85,18,23,60,49,36,16,16,54,63,11,33,11,32,64,21,25,35,47,36,1622,1497,4296,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1456.5217391304348
11,104,3259,2,2,42,9,6,42,0,5,2,0,6,15,1,17,5,21,11,7,0,13,0,11,1494,1363,3710,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1456.5217391304348
