n_university_in_1km_to_2km,near_AEON_Mall_2_in_km,n_hospital_in_3km_to_5km,n_atm_in_1km,n_hotel_in_1km_to_2km,n_university_in_2km_to_3km,near_Phnom_Penh_Airport_in_km,n_borey_5km,n_cafe_5km,n_cafe_in_1km,address_line_2,n_bank_in_1km,n_university_in_3km_to_5km,n_hotel_in_1km,n_university_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,near_Koh_Pich_in_km,n_hotel_in_2km_to_3km,n_hospital_in_2km_to_3km,near_AEON_Mall_3_in_km,n_hospital_in_1km,price_per_m2
0,13,0,0,0,0,7,22,5,0,-1,0,0,0,0,0,0,-1,0,12,0,0,7,0,296.82
0,13,0,0,0,0,14,16,27,0,-1,0,1,0,0,0,0,-1,0,5,0,1,6,0,873.55
0,8,0,0,1,0,15,4,5,0,-1,0,1,0,0,0,0,-1,0,11,0,0,18,0,189.59
0,9,5,0,0,1,5,35,30,0,-1,0,15,0,0,0,0,-1,0,8,0,1,5,0,2399.84
4,7,42,0,0,5,5,36,96,2,-1,0,75,0,3,1,0,-1,1,6,3,5,6,0,2976.33
0,14,0,0,0,0,7,4,6,0,-1,0,1,0,0,0,0,-1,0,17,0,0,13,0,358.91
0,10,0,0,0,0,4,9,8,0,-1,0,1,0,0,0,0,-1,0,15,0,0,15,0,450.55
0,16,1,0,0,0,15,8,14,0,-1,0,0,0,0,0,0,-1,0,8,0,0,5,0,423.11
0,12,0,0,0,0,6,25,9,1,-1,0,1,0,0,0,0,-1,0,12,0,0,8,0,389.32
0,10,1,0,0,0,5,34,17,0,-1,0,5,0,0,0,0,-1,0,10,0,0,6,0,773.39
0,16,0,0,0,0,10,11,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,776.56
9,5,80,8,2,54,5,31,162,5,-1,4,37,0,5,2,0,-1,1,6,3,13,7,1,2921.8
0,17,0,0,0,0,13,11,3,2,-1,0,0,0,0,0,0,-1,0,13,0,0,5,0,259.69
0,21,0,0,0,0,22,0,0,0,-1,0,0,0,0,0,0,-1,0,13,0,0,12,0,326.18
0,18,0,0,0,0,11,2,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,233.03
0,2,2,0,2,1,6,26,53,0,-1,0,34,0,0,0,0,-1,0,10,2,0,14,0,1358.89
0,15,0,0,0,0,22,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,27,0,421.62
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,92.39
0,7,0,0,0,0,6,10,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,17,0,753.87
0,4,1,0,1,1,4,20,36,1,-1,0,20,0,0,0,0,-1,1,11,2,0,14,0,2260.9
0,11,0,0,0,0,9,1,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,20,0,199.17
0,12,0,0,0,0,6,25,8,0,-1,0,1,0,0,0,0,-1,0,12,0,0,7,0,445.43
0,13,0,0,0,0,9,27,15,1,-1,0,1,0,0,0,0,-1,0,9,0,0,2,0,520.79
0,7,0,0,0,0,5,11,4,0,-1,0,0,0,0,0,0,-1,0,15,0,0,16,0,840.55
0,3,1,0,1,1,5,23,39,1,-1,0,20,0,0,0,0,-1,0,11,2,0,14,0,2308.69
1,15,1,0,0,0,18,7,3,1,-1,0,0,0,0,0,0,-1,0,7,0,0,10,0,641.53
0,6,0,0,0,0,13,10,12,0,-1,0,2,0,0,0,0,-1,0,12,1,0,19,0,1632.48
0,9,1,0,1,0,3,33,38,0,-1,0,11,0,0,0,0,-1,0,10,1,1,8,0,1917.85
0,4,68,4,0,9,10,19,112,5,-1,0,56,0,1,1,4,-1,0,6,8,8,13,0,2368.24
28,3,43,22,11,36,8,23,168,13,-1,8,39,2,2,5,4,-1,6,5,37,48,11,0,4769.21
2,9,68,0,2,5,11,19,107,0,-1,0,19,0,0,1,0,-1,0,2,11,14,6,0,2226.56
0,16,0,0,0,0,10,14,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,256.84
1,10,2,0,0,0,7,37,33,2,-1,0,7,0,0,0,0,-1,1,7,0,0,3,0,1384.91
0,4,0,0,0,0,11,16,27,3,-1,0,3,0,0,0,0,-1,0,11,0,0,17,0,803.75
0,17,0,0,0,0,14,11,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,210.24
0,15,0,0,0,0,10,20,5,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,304.98
35,1,77,4,1,24,6,28,152,7,-1,0,39,2,3,8,0,-1,6,6,7,11,11,0,3453.18
6,7,85,0,0,15,6,32,136,3,-1,0,72,0,2,3,0,-1,1,5,2,7,5,0,3360.14
0,17,0,0,0,0,12,9,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,222.42
1,10,0,0,1,0,3,10,15,2,-1,0,0,0,0,0,0,-1,0,14,3,0,12,0,447.97
1,11,1,0,0,0,8,36,38,0,-1,0,8,0,0,1,0,-1,0,7,0,0,2,0,702.31
0,17,0,0,0,0,11,5,1,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,639.31
0,14,0,0,0,0,7,2,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,16,0,950.46
0,9,0,0,0,0,4,11,5,0,-1,0,0,0,0,0,0,-1,0,15,0,0,16,0,442.11
0,11,0,0,0,0,8,35,16,0,-1,0,2,0,0,0,0,-1,0,9,0,0,3,0,1238.98
1,3,0,0,0,1,10,22,44,1,-1,0,5,0,0,2,0,-1,0,9,0,0,16,0,1492.12
0,12,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,24,0,194.88
0,5,1,0,1,1,3,15,30,0,-1,0,15,0,0,0,0,-1,1,12,0,0,14,0,2225.42
0,18,0,0,0,0,13,4,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,201.01
0,5,0,0,0,0,7,12,10,0,-1,0,0,0,0,0,0,-1,0,14,0,0,17,0,856.99
1,3,0,0,0,1,10,24,47,1,-1,0,9,0,0,1,0,-1,0,9,0,0,15,0,1386.18
0,9,0,0,0,0,4,11,5,0,-1,0,0,0,0,0,0,-1,0,15,0,0,16,0,825.26
0,13,1,0,0,0,13,17,27,0,-1,0,0,0,0,0,0,-1,0,6,0,1,3,0,1941.38
0,5,0,0,0,0,10,8,11,1,-1,0,0,0,0,0,0,-1,0,13,0,0,18,0,1089.03
0,19,0,0,0,0,18,1,6,0,-1,0,0,0,0,0,0,-1,0,11,0,0,8,0,442.66
4,1,74,8,4,40,7,25,133,3,-1,4,45,0,3,3,0,-1,2,7,5,4,12,0,4155.93
0,14,0,0,0,0,8,13,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,336.78
6,4,29,62,50,28,9,16,164,12,-1,1,55,5,4,2,4,-1,2,4,12,48,10,4,4254.93
0,16,0,0,0,0,11,8,2,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,210.91
1,15,0,0,0,0,18,5,1,0,-1,0,0,0,0,0,0,-1,0,7,0,0,11,0,592.82
0,17,0,0,0,0,10,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,16,0,894.85
0,11,0,0,0,0,18,3,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,564.62
0,13,1,0,0,0,11,21,21,0,-1,0,1,0,0,0,0,-1,0,8,0,0,0,0,2048.89
6,3,76,8,1,7,9,22,125,0,-1,0,63,0,0,1,0,-1,0,6,13,11,12,0,1896.02
0,14,0,0,0,0,10,2,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,21,0,91.89
0,13,0,0,0,0,6,15,4,1,-1,0,1,0,0,0,0,-1,0,14,1,0,10,0,410.3
0,11,17,0,0,0,13,16,53,3,-1,0,8,0,0,1,0,-1,0,3,0,1,7,0,1156.55
0,11,0,0,0,0,7,5,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,18,0,357.83
0,17,0,0,0,0,10,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,309.15
0,11,0,0,0,0,13,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,23,0,139.98
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,185.5
0,9,0,0,1,0,16,5,3,0,-1,0,1,0,0,0,0,-1,0,12,0,0,19,0,187.49
0,17,0,0,0,0,9,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,16,0,151.89
0,17,0,0,0,0,19,6,1,0,-1,0,1,0,0,0,0,-1,0,8,0,0,10,0,396.19
4,6,26,0,3,19,3,37,91,0,-1,0,62,0,1,0,0,-1,1,7,3,2,8,1,2900.38
0,12,0,0,1,1,5,17,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,10,0,1487.01
0,11,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,203.26
22,4,61,4,4,47,4,36,142,4,-1,0,30,1,1,0,4,-1,0,6,3,8,8,2,2917.11
0,14,0,0,0,0,11,18,18,0,-1,0,1,0,0,0,0,-1,0,9,0,0,1,0,550.23
0,14,0,0,0,0,7,2,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,16,0,1257.94
0,5,0,0,0,0,10,9,13,2,-1,0,1,0,0,0,0,-1,0,13,0,0,18,0,992.79
0,6,0,0,0,0,12,7,11,0,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,1164.66
0,11,10,0,0,1,14,12,38,0,-1,0,6,0,0,0,0,-1,0,3,0,0,8,0,1069.69
0,17,0,0,0,0,15,10,13,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,248.92
0,14,0,0,0,0,7,15,5,0,-1,0,1,0,0,0,0,-1,0,14,0,0,9,0,296.34
6,6,71,0,0,12,5,36,130,1,-1,0,75,0,1,0,0,-1,0,6,4,8,6,0,3268.54
0,19,0,0,0,0,13,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,226.38
1,13,1,0,0,0,16,13,14,0,-1,0,0,0,0,0,0,-1,0,5,0,1,8,0,751.54
0,8,0,0,1,0,16,6,3,0,-1,0,1,0,0,0,0,-1,0,12,0,0,19,0,192.39
0,15,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,230.38
0,6,0,0,0,0,11,7,11,1,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,1247.74
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,92.46
0,17,0,0,0,0,17,2,7,0,-1,0,0,0,0,0,0,-1,0,9,0,0,7,0,446.47
0,10,0,0,0,0,17,4,3,1,-1,0,0,0,0,0,0,-1,0,15,1,0,22,0,579.33
0,9,0,0,0,0,14,2,5,1,-1,0,0,0,0,0,0,-1,0,17,0,0,23,0,822.88
0,13,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,19,0,166.45
0,17,0,0,0,0,11,6,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,112.17
14,5,60,8,1,52,6,28,179,3,-1,0,42,0,3,2,8,-1,1,5,6,46,7,3,3414.92
1,8,2,0,3,0,2,25,27,0,-1,0,6,1,0,0,0,-1,0,11,1,0,9,0,1784.39
0,13,0,0,0,0,17,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,26,0,281.78
0,11,0,0,0,0,15,1,4,0,-1,0,0,0,0,0,0,-1,0,18,0,0,24,0,936.91
0,13,0,0,0,0,6,14,5,1,-1,0,1,0,0,0,0,-1,0,14,1,0,10,0,1514.69
0,16,1,0,0,0,16,6,9,0,-1,0,0,0,0,0,0,-1,0,8,0,0,6,0,460.78
0,9,0,0,0,0,6,8,3,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,475.21
0,11,0,0,0,0,17,3,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,569.64
0,16,0,0,0,0,10,5,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,11,0,1136.87
0,13,0,0,0,0,18,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,26,0,197.6
0,13,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,24,0,166.83
0,16,0,0,0,0,8,1,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,13,0,1162.62
0,15,0,0,0,0,14,0,1,1,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,177.89
0,11,0,0,0,1,3,8,10,0,-1,0,0,0,0,0,0,-1,0,15,2,0,13,0,504.05
0,9,0,0,0,0,13,2,6,0,-1,0,0,0,0,0,0,-1,0,17,0,0,22,0,765.04
0,13,0,0,0,0,8,28,12,0,-1,0,1,0,0,0,0,-1,0,10,0,0,4,0,663.1
3,3,75,4,1,9,10,21,118,0,-1,0,59,0,1,1,4,-1,0,6,12,11,12,0,2320.32
2,2,12,0,2,16,5,24,81,2,-1,0,58,1,0,2,0,-1,0,9,2,1,12,0,2764.7
0,12,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,214.26
0,12,2,0,0,0,12,16,48,0,-1,0,4,0,0,0,0,-1,0,5,0,0,3,1,729.88
0,16,0,0,0,0,14,12,14,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,436.59
0,12,0,0,0,1,8,35,14,0,-1,0,1,0,0,0,0,-1,0,8,0,0,2,0,512.69
0,9,0,0,0,0,15,5,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,21,0,609.22
1,2,15,0,0,5,9,24,79,0,-1,0,43,0,0,1,0,-1,0,8,1,0,14,0,1288.58
0,4,0,0,0,0,9,13,23,1,-1,0,1,0,0,0,0,-1,0,12,0,0,17,0,1101.68
39,3,80,12,4,18,5,29,174,10,-1,0,27,0,13,4,0,-1,3,6,8,19,10,2,3588.15
4,1,75,8,4,30,7,24,128,6,-1,4,54,0,4,3,0,-1,2,7,2,2,12,0,2644.11
1,11,3,0,0,0,8,35,39,0,-1,0,9,0,0,1,0,-1,0,7,0,0,2,0,714.45
0,11,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,22,0,203.28
0,17,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,19,0,263.33
0,13,0,0,0,0,9,28,12,0,-1,0,1,0,0,0,0,-1,0,10,0,0,4,0,617.87
0,14,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,24,0,236.88
1,3,1,0,0,1,11,19,53,1,-1,0,9,0,1,1,0,-1,0,9,0,0,15,0,1189.21
0,17,0,0,0,0,13,11,6,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,244.75
0,19,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,218.23
0,10,32,0,1,2,12,17,85,1,-1,0,14,0,0,2,0,-1,0,3,2,2,5,0,1534.64
41,3,81,4,3,20,5,32,172,5,-1,0,27,1,19,4,4,-1,0,6,9,18,9,2,3229.69
0,9,0,0,0,0,6,5,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,784.6
0,4,0,0,0,0,10,17,25,1,-1,0,2,0,0,0,0,-1,0,12,0,0,17,0,1242.7
0,15,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,171.98
0,12,0,0,0,1,4,6,7,0,-1,0,0,0,0,0,0,-1,0,15,2,0,12,0,1035.16
2,8,19,0,0,6,5,33,82,1,-1,0,46,0,1,0,0,-1,0,7,0,1,6,0,2782.54
0,19,0,0,0,0,14,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,164.38
0,7,0,0,0,0,12,5,10,0,-1,0,0,0,0,0,0,-1,0,15,0,0,20,0,968.88
0,11,0,0,0,0,18,3,2,0,-1,0,0,0,0,0,0,-1,0,17,0,0,24,0,551.92
0,6,0,0,0,0,10,5,10,0,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,762.73
15,3,30,4,6,26,3,32,109,6,-1,0,41,1,7,1,0,-1,3,8,5,3,10,0,2943.14
0,6,0,0,0,0,10,6,11,1,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,734.28
0,17,0,0,0,0,12,1,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,22,0,102.55
0,13,0,0,0,0,6,8,7,0,-1,0,1,0,0,0,0,-1,0,15,1,0,11,0,458.11
0,17,0,0,0,0,11,6,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,112.2
1,9,1,0,2,0,1,16,21,1,-1,0,0,1,0,0,0,-1,0,13,2,0,11,0,1709.3
0,2,0,0,0,0,8,21,32,0,-1,0,7,0,0,0,0,-1,0,11,0,0,15,0,1101.19
0,15,1,0,0,0,16,12,10,0,-1,0,0,0,0,0,0,-1,0,7,0,0,6,0,561.27
0,17,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,13,0,260.04
0,12,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,23,0,142.56
1,7,11,0,3,9,3,37,64,4,-1,0,52,0,0,0,0,-1,2,8,3,1,8,0,2450.38
46,2,77,16,4,21,6,26,162,10,-1,8,34,1,5,10,0,-1,4,6,7,20,11,1,3863.08
0,19,0,0,0,0,14,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,159.47
0,6,0,0,0,0,12,12,12,0,-1,0,1,0,0,0,0,-1,0,13,0,0,19,0,630.26
0,20,0,0,0,0,21,2,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,12,0,427.7
1,3,0,0,0,0,10,24,43,3,-1,0,8,0,0,0,0,-1,0,10,0,0,15,0,1340.35
0,16,0,0,0,0,10,7,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,659.0
0,17,0,0,0,0,11,4,0,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,105.62
0,11,10,0,0,1,14,16,50,2,-1,0,7,0,0,1,0,-1,0,3,0,1,7,1,1560.32
0,14,0,0,0,0,7,7,4,1,-1,0,1,0,0,0,0,-1,0,16,0,0,11,0,1216.64
0,11,1,0,0,0,5,29,15,0,-1,0,2,0,0,0,0,-1,0,11,1,0,7,0,1655.83
0,18,0,0,0,0,11,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,647.89
1,10,0,0,1,0,3,10,13,0,-1,0,0,0,0,0,0,-1,0,14,2,0,12,0,1536.19
30,4,25,43,44,38,8,20,188,15,-1,6,37,4,4,2,14,-1,2,4,27,24,10,7,4199.33
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,1106.83
0,7,6,0,1,1,2,38,50,1,-1,0,29,0,0,0,0,-1,1,9,5,1,8,0,2032.32
0,9,74,0,0,3,13,15,91,0,-1,0,18,0,0,0,0,-1,0,2,8,4,9,0,4842.5
0,10,1,0,0,0,4,31,22,0,-1,0,3,0,0,0,0,-1,0,10,1,0,7,0,1681.71
0,15,0,0,0,0,9,3,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,18,0,1233.67
0,5,5,0,2,6,1,24,40,1,-1,0,19,1,0,0,0,-1,0,10,4,0,11,0,2062.7
0,18,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,119.58
1,5,0,0,0,0,12,12,18,0,-1,0,2,0,0,0,0,-1,0,11,1,0,17,0,1957.33
0,10,0,0,0,0,17,4,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,22,0,571.97
0,16,0,0,0,0,10,8,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,217.15
0,17,0,0,0,0,13,1,0,0,-1,0,0,0,0,0,0,-1,0,24,0,0,23,0,88.71
0,19,0,0,0,0,21,3,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,12,0,543.98
0,15,0,0,0,0,12,12,7,0,-1,0,0,0,0,0,0,-1,0,10,0,0,2,0,518.45
0,15,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,24,0,194.15
0,16,0,0,0,0,18,8,4,0,-1,0,1,0,0,0,0,-1,0,8,0,0,8,0,469.42
7,3,12,0,3,17,4,27,82,1,-1,0,51,2,1,2,0,-1,0,9,5,2,11,0,2945.39
0,11,0,0,0,1,4,6,6,0,-1,0,0,0,0,0,0,-1,0,15,2,0,13,0,1089.9
0,19,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,18,0,150.05
0,6,0,0,0,0,9,6,6,0,-1,0,0,0,0,0,0,-1,0,14,0,0,18,0,952.68
0,3,0,0,0,0,9,21,30,0,-1,0,7,0,0,0,0,-1,0,11,0,0,16,0,1157.68
0,15,0,0,0,0,8,5,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,10,0,1151.66
2,3,12,0,0,2,10,19,75,2,-1,0,13,0,1,1,0,-1,0,8,0,0,14,0,1643.98
2,8,22,0,0,5,5,34,79,0,-1,0,38,0,1,0,0,-1,0,7,0,1,5,0,1823.91
0,11,0,0,0,1,4,8,6,0,-1,0,0,0,0,0,0,-1,0,15,0,0,13,0,1364.78
0,16,1,0,0,0,16,7,9,0,-1,0,0,0,0,0,0,-1,0,8,0,0,6,0,412.48
0,16,0,0,0,0,12,11,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,214.34
0,7,0,0,0,0,4,13,17,0,-1,0,0,0,0,0,0,-1,0,14,0,0,15,0,977.18
1,13,1,0,0,0,15,13,16,0,-1,0,0,0,0,0,0,-1,0,4,0,1,8,0,895.73
0,12,2,0,0,0,13,15,38,0,-1,0,1,0,0,0,0,-1,0,5,0,0,4,1,1957.37
0,19,0,0,0,0,14,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,159.47
5,8,63,0,9,5,11,13,139,3,-1,0,26,3,1,0,4,-1,2,0,54,35,8,0,5377.18
0,14,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,23,0,257.39
0,12,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,18,0,194.93
0,13,0,0,0,1,15,16,25,0,-1,0,1,0,0,0,0,-1,0,4,0,2,7,0,988.62
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,120.27
0,13,0,0,0,0,6,4,5,0,-1,0,1,0,0,0,0,-1,0,17,0,0,15,0,1025.82
0,16,0,0,0,0,10,8,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,822.2
0,19,0,0,0,0,12,1,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,13,0,1347.57
0,16,0,0,0,0,14,11,14,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,231.98
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,19,0,903.2
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,1157.84
0,19,0,0,0,0,21,2,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,11,0,427.08
0,16,0,0,0,0,12,12,3,1,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,247.41
0,19,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,216.08
13,7,17,56,36,13,9,19,175,14,-1,6,54,9,1,9,24,-1,14,1,31,38,7,17,6193.84
0,12,0,0,0,0,19,2,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,22,0,222.06
0,13,0,0,0,0,6,4,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,995.28
0,16,0,0,0,0,11,2,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,21,0,115.73
0,17,0,0,0,0,11,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,181.48
0,13,0,0,0,0,6,4,7,0,-1,0,1,0,0,0,0,-1,0,16,0,0,13,0,945.71
0,3,1,0,0,2,10,23,50,0,-1,0,9,0,1,1,0,-1,0,9,0,0,15,0,1287.16
0,18,0,0,0,0,12,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,100.61
0,19,0,0,0,0,14,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,7,0,201.62
0,12,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,23,0,210.19
0,13,0,0,0,0,7,18,5,0,-1,0,1,0,0,0,0,-1,0,13,0,0,8,0,266.65
0,12,0,0,0,0,5,5,6,0,-1,0,1,0,0,0,0,-1,0,16,0,0,14,0,1028.41
0,12,0,0,0,1,9,31,14,0,-1,0,1,0,0,0,0,-1,0,8,0,0,2,0,1049.67
0,10,1,0,0,0,5,35,18,0,-1,0,6,0,0,0,0,-1,0,10,0,0,6,0,1578.82
0,16,0,0,0,0,12,11,3,1,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,221.53
0,16,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,24,0,187.67
0,12,3,0,0,1,14,14,26,0,-1,0,1,0,0,0,0,-1,0,4,0,0,8,0,995.91
0,18,0,0,0,0,15,11,2,0,-1,0,0,0,0,0,0,-1,0,13,0,0,5,0,261.88
0,15,0,0,0,0,12,11,7,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,220.63
1,9,77,0,4,5,12,17,118,2,-1,0,21,0,0,0,0,-1,0,1,11,10,7,0,1985.27
0,15,0,0,0,0,11,16,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,505.23
0,7,0,0,0,0,9,5,5,0,-1,0,0,0,0,0,0,-1,0,15,0,0,19,0,723.16
0,13,1,0,0,0,14,17,29,0,-1,0,0,0,0,0,0,-1,0,5,0,0,5,0,587.94
0,17,0,0,0,0,20,5,1,0,-1,0,1,0,0,0,0,-1,0,9,0,0,11,0,476.06
0,17,0,0,0,0,10,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,10,0,260.56
0,2,2,0,0,0,7,28,48,0,-1,0,19,0,0,0,0,-1,0,10,3,0,15,0,1265.15
0,17,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,22,0,90.0
0,14,0,0,0,0,8,13,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,356.16
0,19,0,0,0,0,13,1,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,11,0,104.21
0,11,0,0,0,0,4,8,7,0,-1,0,1,0,0,0,0,-1,0,15,0,0,14,0,367.69
0,15,0,0,0,0,15,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,26,0,130.22
0,16,0,0,0,0,9,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,12,0,1193.94
7,6,19,0,2,14,3,35,78,0,-1,0,59,2,0,0,0,-1,2,8,3,2,8,1,2444.99
0,13,0,0,0,0,6,4,7,0,-1,0,1,0,0,0,0,-1,0,16,0,0,13,0,292.05
0,15,0,0,0,0,8,2,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,18,0,1242.02
0,12,0,0,0,0,9,29,13,0,-1,0,1,0,0,0,0,-1,0,9,0,0,3,0,1137.78
0,13,0,0,1,1,5,7,7,0,-1,0,0,0,0,0,0,-1,0,15,0,0,12,0,1202.17
5,6,57,0,0,9,5,37,112,1,-1,0,73,0,3,2,0,-1,1,6,4,7,6,0,3285.92
1,13,1,0,0,0,16,13,14,0,-1,0,0,0,0,0,0,-1,0,5,0,1,8,0,900.5
4,6,7,0,4,2,1,28,48,2,-1,0,26,0,0,0,0,-1,0,10,3,0,10,0,2150.26
0,16,0,0,0,0,10,12,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,244.58
