n_atm_in_1km,n_university_in_2km_to_3km,n_gas_station_in_1km,n_borey_in_3km_to_5km,near_Phnom_Penh_Airport_in_km,near_Phsar_kandal_in_km,n_cafe_in_1km,address_line_2,n_university_in_3km_to_5km,n_mart_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_atm_5km,near_AEON_Mall_3_in_km,n_atm_in_1km_to_2km,n_hospital_in_1km,price_per_m2
0,0,0,0,19.98002206207949,13.060526181610973,0,67,0,0,0,0,781,0,0,0,0.0,8.865018284719653,0,0,108.81068218048205
8,25,5,13,8.956955405160157,2.8710786311105303,2,88,60,5,0,4,303,3,206,291,577.0,12.118813606052766,64,0,1740.3606079485028
0,0,0,3,4.946618376630201,14.92237209192206,0,75,0,0,0,0,498,0,0,0,5.0,16.097999924483194,0,0,147.3717200766188
0,0,0,7,14.945843859214593,11.084323103390131,0,63,1,0,0,0,372,0,0,0,3.0,19.964964793362327,0,0,1825.7254253203396
0,0,0,1,8.996035165961215,14.963141142038236,0,32,0,0,0,0,572,0,0,0,13.0,19.731423708699896,0,0,249.4957594804773
8,45,9,17,5.972441039387792,5.2308819119977406,2,45,33,1,2,0,351,2,49,382,456.0,11.916447869120558,24,0,3381.5896775528377
0,2,3,14,9.875718071003323,7.016997601411839,1,21,9,0,1,0,363,0,4,40,33.0,15.105937994439785,0,0,1281.3458265237243
0,0,2,8,4.955431844049346,13.906515238573432,0,74,0,0,0,0,537,0,0,0,-0.0,16.032850136910277,0,0,173.95772461338294
0,0,0,13,11.237868574518735,8.86224151655854,0,12,1,0,0,0,195,0,0,4,0.0,0.130072424774861,0,0,1387.997188711332
4,43,7,20,4.022933503297233,5.068030755534155,5,78,41,1,1,0,450,2,32,295,346.0,7.067346121750736,16,1,3093.952663052402
0,17,0,21,3.974182323386996,6.221257682282442,0,78,66,0,0,0,455,1,24,138,169.0,7.04524998836117,4,1,3229.7451937666924
0,0,0,3,6.935147220617928,17.023742042766553,0,26,1,0,0,0,645,0,0,0,0.0,13.140709420033817,0,0,723.1265460702408
0,0,2,7,5.881432305412298,14.13593817893099,0,74,0,0,0,0,512,0,0,0,12.0,17.02200963383176,0,0,124.66386972232976
0,17,2,10,3.973693014779562,7.017347862596027,2,45,53,0,2,0,358,0,16,60,77.0,11.868210289218316,4,0,2466.306446032429
0,0,1,1,10.111688858399525,18.81846455199624,0,59,0,0,0,0,625,0,0,0,0.0,21.79458327378967,0,0,110.58920786274588
0,0,0,2,6.97925941067038,17.036690967603874,0,26,0,0,0,0,696,0,0,0,13.0,16.01287093407194,0,0,95.7939389677888
0,0,1,6,13.266486705939728,11.991890470419872,0,17,0,0,0,0,113,0,0,0,0.0,2.9290757410994277,0,0,116.53242530767136
0,0,0,7,8.971634175164588,12.061200265952268,0,32,0,0,0,0,590,0,0,0,1.0,18.05081063519147,0,0,570.635593204566
0,0,0,2,18.09833998810854,9.010092233242666,0,28,0,0,0,0,799,0,0,0,1.0,11.034437057677184,0,0,519.6245137780716
0,0,0,1,13.051873390080912,15.963263742421084,0,58,0,0,0,0,18,0,0,0,0.0,21.824677691980952,0,0,104.52184840279304
0,0,0,5,13.209374747620677,16.753927272710985,0,80,0,0,0,0,153,0,0,0,0.0,8.109079741278244,0,0,154.13037421848483
0,3,2,21,6.875318978704526,7.07967502287279,1,23,19,0,0,0,248,0,0,92,91.0,4.098326981299013,0,0,1930.8893324153137
0,0,0,1,12.950900811541244,15.055336173070415,0,73,0,0,0,0,20,0,0,0,5.0,22.084738254641124,0,0,52.21680280639991
0,0,0,15,3.87875030912143,9.159511350191396,0,15,8,0,0,0,207,0,0,8,0.0,5.924532680918917,0,0,2248.738821786715
0,0,0,0,12.093752444450672,18.772924328326315,0,33,0,0,0,0,127,0,0,0,0.0,13.172035611549273,0,0,172.97556882838836
0,0,0,22,7.926077628715624,9.984817642086492,0,23,2,0,0,0,232,0,0,0,2.0,3.0515812690055517,0,0,339.7529581383238
0,0,0,4,5.9831818925088776,16.144729297347038,0,26,1,0,0,0,658,0,0,0,14.0,14.949996917087692,0,0,696.205317918585
0,0,0,3,7.0533778277594825,17.016127336263107,0,26,0,0,0,0,696,0,0,0,7.0,14.98397617038282,0,0,808.4729940098389
16,27,7,15,6.991502216552,4.179533806520255,6,1,40,4,11,0,350,3,86,443,592.0,10.785575934411918,40,1,3213.3318287115626
0,0,0,0,21.97054930298468,14.811453291985282,0,67,0,0,0,0,811,0,0,0,0.0,12.114257796636425,0,0,330.1756124502666
0,0,0,2,11.970289240622956,18.086094018647096,0,33,0,0,0,0,132,0,0,0,3.0,11.2355230238953,0,0,260.0275157926742
0,0,0,8,13.965819357666604,7.897431830864515,0,65,0,0,0,0,203,0,4,0,0.0,4.882279429344491,0,0,737.9516420826692
0,0,0,0,11.937590939518095,21.820052356991024,0,43,0,0,0,0,546,0,0,0,0.0,22.01274868893853,0,0,32.24461470753183
0,0,0,0,10.963705193441715,17.007519806422998,0,59,0,0,0,0,628,0,0,0,5.0,22.084050608397767,0,0,143.53011693892554
0,0,0,5,6.910134517719834,17.225546905206873,0,26,1,0,0,0,641,0,0,0,1.0,14.056564606141915,0,0,1221.496600159531
0,0,0,6,4.976574521214464,12.189611167508115,0,32,1,0,0,0,586,0,0,0,9.0,15.014396845238194,0,0,698.0898587400229
0,0,0,7,14.97788233743991,11.174920663093625,0,63,1,0,0,0,372,0,0,0,3.0,19.96120038178306,0,0,2156.8351583918325
0,0,0,5,11.047202555976863,14.845802168715489,0,70,0,0,0,0,87,0,0,0,10.0,7.049704461250948,0,0,83.22942675367068
0,0,2,12,12.077535266724098,7.035024431100327,0,12,2,0,0,0,171,1,0,12,20.0,2.9466753250427344,4,0,3414.421051602804
0,0,0,6,9.05826980945901,11.950670080628882,0,32,0,0,0,0,590,0,0,0,0.0,18.056335759142804,0,0,480.1617713436369
0,2,1,13,9.9542313269048,5.005553475247553,5,13,20,0,0,0,179,0,28,167,201.0,4.062217226999084,8,0,2075.047544710937
8,35,2,22,3.95338874178058,5.098081683706367,3,86,28,1,1,0,453,0,48,355,437.0,7.746584857852045,20,3,1940.0730688706967
0,0,0,10,2.164923735347517,12.044388945329292,0,74,1,0,0,0,709,0,0,4,2.0,12.891296023566133,0,0,247.96669386012024
0,0,0,9,9.93888318169627,14.127357820861691,0,72,0,0,0,0,158,0,0,0,0.0,7.165817222310641,0,0,104.39658778056004
0,12,12,25,1.939264360974566,6.920108858089338,4,86,57,0,2,0,743,1,16,64,89.0,9.05170863782268,8,0,1896.8590726237665
0,0,0,5,14.024316738057337,13.011260981567023,0,62,0,0,0,0,113,0,0,0,10.0,4.006603068799602,0,0,150.9283917744065
0,0,0,5,16.922945218851524,11.013517023506632,0,28,0,0,0,0,757,0,0,0,3.0,6.904109827041207,0,0,129.08496646203
0,0,0,4,8.058835768625492,15.005018426707784,0,69,0,0,0,0,134,0,0,0,17.0,9.045053252394997,0,0,183.15611350930237
0,0,0,1,12.95482388076145,18.003738155645383,0,31,0,0,0,0,152,0,0,0,0.0,10.24372584645975,0,0,65.97146402815787
0,0,0,0,20.007091809375,13.988535551631756,0,67,0,0,0,0,785,0,0,0,13.0,10.054959524855798,0,0,145.5985746533786
0,0,0,2,12.94381476402112,17.974627227772118,0,31,0,0,0,0,152,0,0,0,0.0,8.841591495053706,0,0,108.60172240831086
0,7,2,10,5.048140569907349,6.979952210884818,0,15,26,0,0,0,218,0,4,68,68.0,6.187334707472427,0,0,1354.5497933382887
0,0,0,2,9.100053736487924,20.032513213820422,0,25,0,0,0,0,685,0,0,0,0.0,17.929941831803433,0,0,93.99523129761056
0,0,0,4,15.762706807108554,12.888238736296463,0,0,0,0,0,0,391,0,0,0,3.0,21.92347863591395,0,0,447.862177201384
0,0,0,1,14.168737887236825,15.078983226518302,0,73,0,0,0,0,29,0,0,0,0.0,23.09009953642903,0,0,213.5879478510085
0,0,0,0,20.127794201569284,16.18502280595072,0,0,0,0,0,0,821,0,0,0,0.0,24.998972303097524,0,0,480.9412404914983
0,1,0,3,5.058975318969719,15.0923471727065,0,26,0,0,0,0,635,0,0,0,4.0,13.080009249498431,0,0,695.7900263812905
0,0,0,17,3.009942921717369,10.959549339652622,0,15,1,0,0,0,226,0,0,4,14.0,8.976052090322309,0,0,1570.6372085742937
0,0,0,6,13.178726239815113,9.966842013131636,0,63,2,0,0,0,376,0,0,0,7.0,19.00340617548639,0,0,1206.2239673589406
0,1,0,3,4.035943008498681,13.941216224526322,0,15,0,0,0,0,635,0,0,0,0.0,11.88782510135015,0,0,1350.3121681542343
0,1,1,25,3.017763367036593,9.09368956005003,0,15,11,0,0,0,228,0,0,8,2.0,8.010814197560988,0,0,2129.119862553774
0,1,1,7,13.086824179191904,7.114304427699081,0,63,1,0,0,0,308,0,4,12,12.0,15.8626474838549,0,0,2118.9270870798687
0,1,1,10,10.078466103057114,7.034346443723131,0,30,6,0,1,0,363,0,4,40,44.0,15.057056621071707,0,0,1158.5409530221782
0,0,1,3,9.972528233421537,11.131155155598204,1,79,0,0,0,0,44,0,0,0,3.0,19.044812935274805,0,0,447.1271701738197
0,0,0,8,12.013159505105612,9.056419703766371,0,66,2,0,0,0,381,0,0,0,7.0,17.91236513406078,0,0,648.7849660851914
0,0,0,16,9.940731842817652,10.94750060078846,0,76,1,0,0,0,236,0,0,0,0.0,1.8723013747433055,0,0,186.3114109843933
8,47,6,9,8.03763555598848,3.208923450383609,9,88,39,1,8,8,350,6,85,414,560.0,11.048521558230696,42,0,2256.415827501125
0,1,5,13,3.961007036967225,9.207206314031078,1,45,23,0,0,0,711,1,4,16,26.0,13.013943754695797,0,0,3372.379125500466
0,0,0,6,11.046852596899496,14.977617579095442,0,72,0,0,0,0,163,0,0,0,7.0,7.951844895724553,0,0,401.65051054435065
0,0,0,2,8.719382371521213,18.08721244490071,0,75,0,0,0,0,518,0,0,0,14.0,19.988792844681964,0,0,188.65553317236007
0,0,3,9,1.0343482676840186,9.87024419252174,2,24,9,0,0,0,698,0,4,4,17.0,12.05581036216961,0,0,1372.25548142179
0,0,0,0,12.20447936589341,18.82332795709534,0,33,0,0,0,0,127,0,0,0,0.0,12.929544824678358,0,0,171.06783088612158
0,1,2,8,12.06877258475338,4.108451146112757,2,37,14,0,0,0,439,0,8,234,245.0,6.931283114610912,0,1,2307.26462707883
0,0,0,0,12.092332576915904,19.884552440369102,0,9,0,0,0,0,266,0,0,0,-0.0,15.257227724897406,0,0,126.59259046121164
0,0,0,4,15.974414029589596,9.87137584007493,0,27,1,0,0,0,413,0,0,0,1.0,19.963957761876262,0,0,76.72377807766803
0,0,0,1,8.125452980633197,13.786710912458163,0,32,0,0,0,0,560,0,0,0,0.0,18.917495561265863,0,0,263.2294834807475
0,0,0,1,11.08838191472889,19.96705578884069,0,59,0,0,0,0,621,0,0,0,0.0,21.981643789722035,0,0,180.86552493495688
0,0,0,3,14.063594243131492,16.77080026762502,0,80,0,0,0,0,253,0,0,0,4.0,8.088891456565669,0,0,308.9272602069786
0,1,0,14,3.9571931681528967,9.055514144100313,0,45,24,0,0,0,713,0,0,20,26.0,14.051661575119397,0,0,3488.769227476951
0,0,0,6,18.10298320745264,11.074679267895112,0,67,0,0,0,0,758,0,0,0,4.0,9.134444989869577,0,0,36.14224584731772
0,0,0,1,13.086104208546883,22.13640867492079,0,59,0,0,0,0,544,0,0,0,0.0,23.06517786472657,0,0,260.36023768441504
0,0,0,0,13.170049891457436,23.003730201192607,0,43,0,0,0,0,542,0,0,0,7.0,23.22059168396557,0,0,43.71119041989897
0,0,0,5,15.953971214137225,9.76362067732873,0,27,1,0,0,0,412,0,0,0,1.0,18.99209141943076,0,0,53.77908027345467
0,0,0,0,12.91007681778953,16.8916342955894,0,58,0,0,0,0,61,0,0,0,2.0,23.03201666592341,0,0,82.26952235439555
0,0,0,2,8.019206432348572,17.972470330342905,0,25,0,0,0,0,693,0,0,0,7.0,17.06828737455304,0,0,962.0387315566094
0,6,3,11,9.01329555950744,5.932697855153472,1,30,41,0,2,0,365,0,24,83,107.0,14.172805663814165,0,0,1127.2242067103398
0,0,0,3,16.990208589452365,12.864189274567874,0,0,0,0,0,0,391,0,0,0,4.0,22.06062469177639,0,0,525.22185868044
0,4,6,11,10.948223090140138,3.9740838360565567,2,37,16,0,1,0,423,2,48,313,356.0,6.19573891982453,0,0,1508.126360118375
0,0,0,1,12.15412299374132,21.004218034820717,0,59,0,0,0,0,622,0,0,0,2.0,22.965442901913782,0,0,203.1976344508668
0,0,0,1,12.15082067987825,19.054512145607987,0,33,0,0,0,0,127,0,0,0,6.0,13.065501844696742,0,0,224.60718205310744
0,0,0,0,20.96647383811779,15.9144852180513,0,0,0,0,0,0,76,0,0,0,3.0,25.877302297637414,0,0,446.20703011673066
0,0,0,0,11.92669933842614,20.069866864507507,0,60,0,0,0,0,284,0,0,0,0.0,14.117089754089209,0,0,740.775890896844
0,0,0,5,18.05470085179076,10.98002215829611,0,67,0,0,0,0,757,0,0,0,0.0,7.993079560144694,0,0,52.54606840537505
0,0,0,8,8.893584975786982,11.31954097793848,0,29,0,0,0,0,589,0,0,0,0.0,17.077094869871477,0,0,1110.215550185165
0,0,0,1,8.926331859132066,18.06362903851621,0,43,0,0,0,0,502,0,0,0,16.0,19.32725044652665,0,0,55.85012480261968
0,0,0,15,10.026921520967935,5.837826881295657,2,12,8,0,0,0,168,0,0,60,65.0,2.156496766889915,4,0,1856.8899381812844
0,0,0,3,13.993803391715254,18.16917846525569,0,31,0,0,0,0,151,0,0,0,6.0,8.83799956572852,0,0,140.82806647345373
0,0,0,1,10.09356513911557,20.12496512439456,0,25,0,0,0,0,686,0,0,0,4.0,18.748582271487823,0,0,254.5659751049793
0,0,0,14,0.9060899644342846,10.836282138136411,0,15,6,0,0,0,731,0,0,4,8.0,10.20863739536377,0,0,1622.7983185214762
0,0,0,0,12.935042683276436,23.083009922182256,0,9,0,0,0,0,278,0,0,0,10.0,19.036018795223598,0,0,117.00501636598943
8,18,7,22,4.931972496027175,4.0517172674464925,6,86,29,2,3,4,469,1,33,480,563.0,8.894734160714812,36,5,2672.8934940292697
0,14,3,14,3.983607858175888,7.155467817143413,2,45,54,1,1,0,358,0,16,60,94.0,12.13427008765638,4,0,2825.006297163146
0,0,0,2,21.027879883038157,13.079673621093477,0,28,0,0,0,0,808,0,0,0,6.0,11.952499982612428,0,0,374.3841561233647
0,0,0,0,14.093318021946422,20.054723983180917,0,58,0,0,0,0,55,0,0,0,0.0,24.971021455174377,0,0,72.42212879628708
0,0,0,2,9.94150441816236,20.14760595326433,0,25,0,0,0,0,681,0,0,0,0.0,18.90153421533773,0,0,386.2346721188208
0,1,0,8,11.040388169751994,6.92404998080007,0,66,5,0,2,0,406,0,4,40,37.0,15.957871003217006,0,0,921.4254225031672
0,1,1,19,9.048343718437469,8.937837455008372,0,23,1,0,0,0,238,0,0,0,0.0,2.1376915541703263,0,0,171.19029419004605
0,0,0,3,9.941284410568525,17.24963334310997,0,57,0,0,0,0,144,0,0,0,3.0,11.024222926286413,0,0,101.39845768538495
0,0,1,3,13.994775388241711,13.003767558799792,1,66,0,0,0,0,45,0,0,0,1.0,21.101988466927175,0,0,304.689996435459
0,0,0,11,10.112511573646373,13.845624455537498,0,72,0,0,0,0,158,0,0,0,0.0,7.0081616308199,0,0,890.7914805073648
0,2,1,12,5.166886709619078,8.019580490573999,0,15,12,0,0,0,206,0,0,28,21.0,4.995015120186777,0,0,2349.373003573364
0,0,0,1,11.898717705856454,20.663654897100155,0,59,0,0,0,0,601,0,0,0,6.0,24.009296543461417,0,0,19.99455392886978
0,0,0,2,7.928593957193613,17.053258428128984,0,75,0,0,0,0,515,0,0,0,0.0,18.962185324513342,0,0,129.3344721713829
0,0,0,0,6.937472958445461,16.229184422459607,0,75,0,0,0,0,493,0,0,0,2.0,16.917332623209404,0,0,154.3819830927779
4,18,3,20,3.126139407301572,5.883115675149657,2,86,65,0,1,0,451,0,20,130,159.0,7.944842600217555,4,1,2732.296930269963
0,0,1,19,7.066635557957089,8.005760072905403,0,29,20,0,0,0,319,0,4,32,51.0,14.961961472894028,0,0,1198.2603087290624
0,0,0,8,6.892061943933268,12.039475869715764,0,32,0,0,0,0,564,0,0,0,0.0,17.013456262279572,0,0,622.9164634198282
0,2,1,5,11.81838415953557,6.8993031601983565,1,30,2,0,0,0,405,0,4,16,25.0,15.941298940760138,0,0,865.6347946533292
0,0,0,0,13.113666264953665,22.040620073620843,0,9,0,0,0,0,278,0,0,0,1.0,17.95253952289047,0,0,119.56613652591754
0,0,0,9,6.9801156368470165,12.92237958660392,0,32,0,0,0,0,562,0,0,0,0.0,17.55613625669991,0,0,485.22138285920914
0,36,7,22,4.033590018258843,6.0166273272977895,5,78,40,0,1,4,451,3,44,187,243.0,8.231096652798447,4,0,3046.710072968175
0,9,2,23,1.9866867761036084,7.07031039951398,1,86,59,0,2,0,726,0,4,52,70.0,8.987534003579803,8,0,2590.2283227142884
0,0,0,0,13.006739862507812,22.055946979252123,0,9,0,0,0,0,281,0,0,0,0.0,16.931428683024116,0,0,54.1392220481654
0,0,0,4,16.129534083442756,12.98521331762324,0,0,0,0,0,0,391,0,0,0,4.0,21.942191164869865,0,0,357.1417282359092
0,6,7,14,2.8697608297741986,8.032365821319404,3,45,33,0,0,0,715,1,4,28,37.0,11.825808002256576,4,0,3987.488436874398
0,0,0,2,8.951555424938853,18.80004211785392,0,43,0,0,0,0,683,0,0,0,0.0,19.048826023383384,0,0,62.54773633147644
4,15,8,16,5.962002287786833,4.808768596598802,3,78,79,0,1,0,481,3,52,397,498.0,5.94221021955757,28,0,3172.516620704089
0,0,0,5,13.083815440263704,16.911226842364776,0,31,0,0,0,0,153,0,0,0,15.0,8.84896650586038,0,0,136.5503863059555
0,0,0,0,7.923041728215425,17.9536608225057,0,26,0,0,0,0,640,0,0,0,0.0,15.066698207660547,0,0,716.7410291245218
0,1,0,8,16.08457507707477,8.085969290377038,0,28,0,0,0,0,775,0,0,4,0.0,7.091899532670969,0,0,451.036983852593
0,0,0,6,14.990106608726515,14.911447775521092,0,62,0,0,0,0,107,0,0,0,0.0,4.928026249213692,0,0,134.9138072077979
0,0,0,0,12.923053133040684,18.83102394468037,0,58,0,0,0,0,66,0,0,0,0.0,23.956959050909337,0,0,106.964565345945
0,0,2,3,3.2110885246690146,9.955826614945996,0,45,11,0,0,0,724,1,0,8,0.0,12.860444255291684,0,0,2534.114022738055
4,31,9,14,4.845934939638489,5.817905918917025,3,45,46,1,3,0,353,1,16,135,157.0,11.954312490627554,12,0,3319.837992195964
0,0,1,6,11.855370917212603,6.957896094443442,0,65,3,0,0,0,198,0,0,16,15.0,3.1135414620460167,4,1,724.4926992037
0,0,0,15,3.8822024997095874,9.931585921666136,0,15,6,0,0,0,229,0,0,0,7.0,7.124447133314577,0,0,1618.9203705745397
0,0,0,2,12.730315751795274,12.728951991472416,0,73,0,0,0,0,10,0,0,0,8.0,20.83786008639216,0,0,188.78870097139068
0,0,0,2,7.104813715184669,13.897240381243924,0,32,0,0,0,0,567,0,0,0,0.0,17.880576785253073,0,0,270.2917114441451
0,0,0,0,11.954094487412712,22.014763713489582,0,43,0,0,0,0,546,0,0,0,0.0,21.87541270894744,0,0,36.1581087876443
0,1,0,2,12.943010710425192,3.211672503108397,0,22,12,0,0,0,297,0,16,338,347.0,13.082814950997886,4,0,2639.14598449174
0,0,0,8,5.015941192248688,13.996199591470416,0,74,0,0,0,0,534,0,0,0,0.0,16.005159108758157,0,0,125.46284115970862
0,0,0,6,8.880799940843248,15.02931425397411,0,69,0,0,0,0,137,0,0,0,7.0,8.045137516581045,0,0,162.66736222005818
0,0,0,0,9.9567345283587,18.96049549770957,0,59,0,0,0,0,625,0,0,0,8.0,20.76235865218008,0,0,184.8369282692385
0,0,0,7,12.891916921759847,6.213029032205875,2,37,6,0,0,0,436,0,4,40,36.0,5.846751817301763,0,0,2377.123994288865
0,0,2,16,6.105231863464706,11.040190079429047,0,68,1,0,0,0,217,0,0,0,0.0,5.9321039801369855,0,0,647.0918921668316
0,0,0,0,17.029456610297977,12.848846953615858,0,67,0,0,0,0,260,0,0,0,4.0,6.045777498780768,0,0,104.17493609334392
0,0,0,9,13.902265219875067,11.104077385412223,0,63,1,0,0,0,378,0,0,0,11.0,19.84056383343,0,0,380.96411225110194
0,0,0,7,12.058980677033988,11.079621632510328,0,66,2,0,0,0,377,0,0,0,0.0,19.086713583046645,0,0,407.2069509490537
0,0,0,4,6.870260847915003,15.02987740109626,0,75,0,0,0,0,506,0,0,0,9.0,17.969788370043602,0,0,168.99871206725723
0,0,0,1,12.965453369947506,18.10608063789323,0,31,0,0,0,0,152,0,0,0,3.0,10.092299534845338,0,0,65.21168571329666
0,1,0,8,17.11319428698124,9.04287496234902,0,28,0,0,0,0,767,0,0,0,0.0,7.935357177319762,0,0,540.8915489348789
0,1,0,12,3.8977240788486287,12.027405896450292,0,15,0,0,0,0,678,0,0,0,9.0,8.92560753272883,0,0,1542.815507190174
0,1,0,3,4.993075363138408,14.99603430653984,0,44,0,0,0,0,632,0,0,0,3.0,12.042381801276695,0,0,263.4912209144689
0,0,1,15,7.002594376978553,11.378841438794035,0,68,1,0,0,0,241,0,0,0,-0.0,5.166820337505385,0,0,286.3894019644266
0,0,0,3,3.94083488479685,13.97270652832224,0,26,0,0,0,0,634,0,0,0,4.0,12.063402487890494,0,0,824.5589125625747
0,0,0,0,13.151559883175056,20.88448860974915,0,59,0,0,0,0,611,0,0,0,8.0,25.04066913190745,0,0,161.52802591762983
0,0,2,13,12.02463105599355,8.039562475587358,1,12,1,0,0,0,169,1,4,0,0.0,2.2394206928611733,0,0,2125.323849653795
0,2,1,21,2.931911752977926,7.920566190411211,1,78,27,0,0,0,728,1,4,32,42.0,6.905327837321848,0,0,3743.3889015731097
0,0,0,0,11.029071575074264,19.981643770862,0,9,0,0,0,0,263,0,0,0,3.0,14.996957293502648,0,0,136.5962975780202
0,0,0,0,11.9705945924624,22.03728891511193,0,9,0,0,0,0,277,0,0,0,0.0,18.007688442762866,0,0,146.5887775450402
0,0,0,3,16.021304371535923,11.123302289542965,1,63,0,0,0,0,388,0,0,0,0.0,20.85851308661953,0,0,927.6246494595986
0,0,0,0,11.927641482787676,20.01458425575688,0,33,0,0,0,0,284,0,0,0,0.0,13.916481729868206,0,0,171.50893838896124
0,0,0,4,7.930110217983022,16.031483511122925,0,44,1,0,0,0,667,0,0,0,0.0,11.952363644259966,0,0,411.8154968312151
0,0,0,4,12.986324786923989,16.864399560729908,0,80,0,0,0,0,254,0,0,0,-0.0,7.939584133577052,0,0,84.68983106829472
0,0,0,17,11.081446974115511,8.93268264086537,1,17,1,0,0,0,195,0,0,4,1.0,0.0,0,0,449.29156019989
0,0,0,3,9.098762255548808,20.166507307956152,0,43,0,0,0,0,681,0,0,0,0.0,19.02407072223661,0,0,62.59633686420735
0,0,0,10,2.907396136400089,12.925963136378336,0,74,1,0,0,0,705,0,0,0,-0.0,12.861414950242686,0,0,305.67156753787697
0,0,0,1,19.942770907997343,16.991191736630654,0,0,0,0,0,0,75,0,0,0,3.0,26.20797863610512,0,0,334.50070559054905
0,0,0,5,11.87292710254805,15.017250400953616,0,70,0,0,0,0,87,0,0,0,0.0,7.157615758556862,0,0,137.74883462566743
0,0,0,0,11.947317566589696,17.693049107656464,0,58,0,0,0,0,68,0,0,0,4.0,22.79013936731545,0,0,95.21246846960982
0,0,0,0,10.979760953152322,16.888233640472155,0,59,0,0,0,0,628,0,0,0,0.0,21.91485238649773,0,0,183.49977614598947
0,0,0,0,10.988621411302828,17.203480383323953,0,58,0,0,0,0,67,0,0,0,0.0,21.993960101228183,0,0,162.72000925191142
0,0,1,8,6.036568609872685,15.073261457563326,1,44,1,0,0,0,661,0,0,0,2.0,10.8872826277386,0,0,206.56535194890492
0,0,2,10,4.957846422903356,12.970196637934292,0,32,0,0,0,0,585,0,0,0,8.0,16.067779836647944,0,0,541.4434432831657
0,0,1,11,1.1139069152511467,11.020717803022311,0,24,6,0,0,0,710,0,0,4,6.0,11.972316412346856,0,0,1335.3149622938888
0,0,1,6,14.105549013221095,12.828674663499768,0,62,0,0,0,0,119,0,0,0,5.0,3.103504204787316,0,0,177.111384073158
0,0,0,1,7.885430944582477,16.80080214880663,0,75,0,0,0,0,517,0,0,0,1.0,17.860536708801817,0,0,64.73591237439956
0,0,0,0,10.025699841898463,18.88451214246808,0,9,0,0,0,0,270,0,0,0,0.0,14.955325695619203,0,0,95.81789502843546
20,49,0,11,8.01463961418583,1.783714895872332,5,1,40,3,3,8,460,3,322,182,629.0,11.086354267452808,93,1,4659.297378304692
0,0,0,1,19.93407568286885,17.13841094681484,0,0,0,0,0,0,75,0,0,0,0.0,25.961018620689497,0,0,475.028856788633
0,0,0,4,16.077227897282256,16.036549867834754,0,62,0,0,0,0,109,0,0,0,0.0,6.347221249699677,0,0,94.76101376739967
0,0,0,5,5.870549772675608,14.89112265421802,0,44,1,0,0,0,661,0,0,0,5.0,10.930803739931664,0,0,512.1253391485042
0,0,0,2,10.968198269764086,20.9767708044868,0,43,0,0,0,0,549,0,0,0,11.0,20.05040162641415,0,0,85.19957862347304
0,0,0,0,11.82123634932172,22.11820187717654,0,43,0,0,0,0,546,0,0,0,2.0,21.94939251504229,0,0,40.76931660155872
0,0,0,6,13.909363447832805,14.89508096781386,0,62,0,0,0,0,111,0,0,0,0.0,5.977327182974058,0,0,136.79838119819533
0,1,0,17,10.174763604055483,5.76668667792241,1,12,12,0,0,0,168,0,0,76,88.0,1.89567470749374,4,0,2677.277853347576
0,0,2,15,3.992389009332128,10.131555622874956,0,15,3,0,0,0,213,0,0,0,-0.0,7.13904861366178,0,0,1187.4530654797215
0,0,0,3,14.053075899967236,16.82196974900424,0,80,0,0,0,0,151,0,0,0,12.0,8.998857871781814,0,0,201.4943061540394
0,0,0,0,12.060257517668244,19.970404502239404,0,33,0,0,0,0,286,0,0,0,0.0,14.17712959044696,0,0,98.66806656935545
0,16,4,22,3.0113630929830832,6.642990417761864,1,86,58,0,1,0,726,1,20,72,102.0,7.857951098176544,8,0,4099.256085256148
0,0,0,5,8.106445421394582,15.923721031366036,0,44,0,0,0,0,671,0,0,0,0.0,12.209122586590714,0,0,173.36943819439742
0,0,0,2,7.997900690206142,16.94547317830718,0,43,0,0,0,0,515,0,0,0,-0.0,19.06484379015945,0,0,81.78270425562918
0,0,0,14,4.078341145426158,9.0208189246436,0,15,16,0,0,0,231,0,0,12,10.0,7.018042197284504,0,0,2499.5869775325755
0,0,0,0,10.9546415989679,19.80214998131283,0,43,0,0,0,0,623,0,0,0,0.0,20.98243453780575,0,0,49.49252744552346
0,13,1,20,1.96720009927256,7.029823408828188,0,78,58,0,1,0,726,0,8,56,70.0,8.913180923650287,8,0,3372.856400741544
0,0,1,3,11.954419683306648,11.808375028964267,1,64,0,0,0,0,14,0,0,0,0.0,20.008528357899955,0,0,965.7882795986548
0,6,4,21,5.902283164420274,6.2379346851512025,0,23,56,0,0,0,483,0,16,176,194.0,4.979828877760784,4,0,1435.7613122884393
0,0,0,4,6.97365385898204,15.013975993842658,0,75,0,0,0,0,508,0,0,0,1.0,18.11793129383668,0,0,152.4100546067159
0,0,0,0,9.96889362703654,18.982394967197383,0,9,0,0,0,0,270,0,0,0,4.0,15.165462099355432,0,0,133.86601110637417
0,1,2,6,13.17375357870263,3.963761617440237,3,93,10,0,1,0,417,0,4,146,160.0,8.147890926051574,0,1,1288.533995590596
0,14,6,25,2.02552555175076,7.112956977948741,2,24,58,0,0,0,726,0,16,56,86.0,9.081342119409976,8,0,2674.663429836694
