Koh_Norea_5_10km,Phsar_Chas_nearest,Phsar_kandal_nearest,address_line_2,address_locality,h_id_price_min,n_atm_in_1km_to_2km,n_atm_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,price_per_m2
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,394.24
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,815.78
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,444.1
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,579.39
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,302.71
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,536.06
1.0,0.0,0.0,78.0,5.0,1549.48,0.0,36.0,0.0,4.0,2259.48
1.0,0.0,0.0,61.0,1.0,351.44,0.0,0.0,0.0,0.0,737.78
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,1.0,984.99
0.0,0.0,0.0,93.0,1.0,715.18,0.0,0.0,1.0,0.0,943.94
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,504.94
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,330.11
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,12.0,0.0,0.0,1976.49
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,570.49
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,1.0,0.0,419.71
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,196.0
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1004.07
1.0,0.0,0.0,78.0,5.0,1549.48,4.0,140.0,5.0,5.0,3153.76
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1035.15
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,302.63
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,214.39
0.0,0.0,0.0,27.0,2.0,33.42,0.0,4.0,0.0,1.0,205.25
0.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,334.9
0.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,479.8
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,231.17
0.0,0.0,0.0,21.0,9.0,573.26,0.0,56.0,1.0,2.0,1297.55
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1037.93
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,211.4
1.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,0.0,715.18
0.0,0.0,0.0,65.0,1.0,174.47,0.0,104.0,0.0,0.0,813.87
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,199.85
0.0,0.0,0.0,61.0,1.0,351.44,0.0,0.0,1.0,0.0,892.18
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,997.27
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,157.27
0.0,0.0,0.0,34.0,10.0,765.17,0.0,8.0,0.0,0.0,1139.46
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1122.13
1.0,0.0,0.0,12.0,5.0,1128.26,0.0,4.0,0.0,0.0,1888.28
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,200.41
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,199.19
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,259.38
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,288.93
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,199.6
0.0,0.0,0.0,21.0,9.0,573.26,0.0,72.0,0.0,3.0,1459.6
0.0,0.0,0.0,29.0,10.0,491.0,4.0,82.0,0.0,5.0,1547.3
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,355.92
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,28.0,1.0,5.0,2516.4
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,772.09
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1872.04
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,200.36
0.0,0.0,0.0,31.0,3.0,30.05,0.0,0.0,0.0,0.0,104.2
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,1.0,534.1
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1690.1
0.0,0.0,0.0,13.0,5.0,1899.58,8.0,184.0,1.0,2.0,2222.95
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1143.91
0.0,1.0,1.0,22.0,2.0,1194.79,202.0,144.0,8.0,12.0,2836.82
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,723.81
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,638.55
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,400.48
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,262.75
0.0,0.0,0.0,34.0,10.0,765.17,0.0,8.0,0.0,0.0,1191.11
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,231.43
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,186.44
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,193.61
0.0,0.0,0.0,29.0,10.0,491.0,0.0,28.0,0.0,1.0,1093.02
0.0,0.0,0.0,24.0,8.0,540.57,0.0,4.0,0.0,0.0,540.57
0.0,0.0,0.0,32.0,6.0,525.36,0.0,4.0,0.0,0.0,908.78
0.0,0.0,0.0,21.0,9.0,573.26,0.0,28.0,1.0,1.0,1161.07
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1156.3
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,437.59
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,195.19
0.0,0.0,0.0,34.0,10.0,765.17,0.0,8.0,0.0,0.0,1367.96
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,185.76
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,123.8
0.0,0.0,0.0,29.0,10.0,491.0,0.0,16.0,0.0,0.0,1094.92
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,405.04
0.0,0.0,0.0,29.0,10.0,491.0,0.0,4.0,0.0,0.0,1019.64
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1723.27
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,231.23
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,164.8
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,433.88
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,0.0,1658.19
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,1.0,560.24
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,938.05
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,496.18
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,569.11
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,1.0,1150.73
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,701.01
1.0,0.0,0.0,77.0,4.0,2857.88,158.0,177.0,5.0,24.0,3765.92
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,284.43
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,671.48
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,422.08
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,318.3
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,179.42
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,818.28
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,184.82
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,182.1
1.0,0.0,0.0,71.0,9.0,506.86,36.0,405.0,6.0,11.0,2540.99
1.0,0.0,0.0,83.0,11.0,2275.51,28.0,458.0,39.0,38.0,3393.36
0.0,0.0,0.0,12.0,5.0,1128.26,0.0,40.0,0.0,0.0,2336.2
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,272.82
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,89.45
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,208.35
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,108.7
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,262.37
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,145.03
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,186.52
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,451.67
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,231.24
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,201.58
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,138.48
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,480.94
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,243.74
0.0,0.0,0.0,61.0,1.0,351.44,0.0,4.0,0.0,0.0,945.34
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,827.76
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,199.81
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,202.85
0.0,0.0,0.0,23.0,3.0,1049.67,0.0,0.0,0.0,0.0,1202.17
0.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,1.0,0.0,644.66
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,214.18
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,202.97
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,414.57
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,248.73
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,1.0,906.5
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,1.0,0.0,472.6
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,649.61
1.0,0.0,0.0,78.0,5.0,1549.48,0.0,88.0,2.0,6.0,2778.07
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,233.57
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,233.79
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,96.0,2.0,7.0,1811.13
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,177.5
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,243.29
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,56.0,0.0,1.0,1669.17
1.0,0.0,0.0,68.0,3.0,441.68,0.0,32.0,0.0,2.0,873.01
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,452.28
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,527.29
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,189.06
0.0,0.0,0.0,29.0,10.0,491.0,0.0,4.0,0.0,0.0,1164.11
0.0,0.0,0.0,24.0,8.0,540.57,0.0,12.0,0.0,0.0,2126.55
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,90.26
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,442.04
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,213.5
0.0,0.0,0.0,79.0,9.0,455.39,0.0,0.0,0.0,0.0,791.09
1.0,0.0,0.0,78.0,5.0,1549.48,8.0,132.0,6.0,6.0,2956.02
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1185.37
1.0,0.0,0.0,77.0,4.0,2857.88,323.0,136.0,30.0,37.0,4426.46
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,469.65
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1053.85
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,994.87
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,156.18
0.0,0.0,0.0,65.0,1.0,174.47,4.0,4.0,0.0,0.0,630.77
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,445.82
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,270.45
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,671.66
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1565.47
1.0,0.0,0.0,17.0,3.0,220.55,0.0,4.0,0.0,1.0,530.68
0.0,0.0,0.0,21.0,9.0,573.26,0.0,12.0,1.0,1.0,1144.82
0.0,0.0,0.0,24.0,8.0,540.57,0.0,4.0,0.0,0.0,1855.2
1.0,0.0,0.0,15.0,8.0,1009.91,0.0,52.0,1.0,9.0,2011.27
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,303.61
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,201.2
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,197.03
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,545.98
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,91.09
0.0,0.0,0.0,24.0,8.0,540.57,0.0,36.0,4.0,11.0,2169.19
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,356.55
0.0,0.0,0.0,24.0,8.0,540.57,0.0,36.0,4.0,11.0,2170.08
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,706.53
1.0,0.0,0.0,67.0,1.0,56.41,0.0,4.0,0.0,0.0,416.29
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1530.61
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,214.78
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,594.43
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,115.95
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,417.38
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,399.53
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,295.57
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,606.84
1.0,0.0,0.0,78.0,5.0,1549.48,4.0,135.0,11.0,18.0,2975.15
0.0,0.0,0.0,63.0,2.0,465.53,0.0,4.0,0.0,1.0,1698.54
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,236.91
1.0,0.0,0.0,1.0,11.0,2380.29,171.0,168.0,30.0,35.0,5030.22
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,1.0,0.0,517.23
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,195.72
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,184.71
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,120.84
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,8.0,1.0,0.0,1642.6
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,159.4
1.0,0.0,0.0,30.0,9.0,857.44,8.0,202.0,3.0,5.0,1413.29
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,378.26
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,188.66
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,284.13
0.0,0.0,0.0,66.0,2.0,241.3,0.0,8.0,1.0,1.0,625.38
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,20.0,0.0,1.0,2335.09
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1007.26
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,200.58
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,89.05
0.0,0.0,0.0,31.0,3.0,30.05,0.0,0.0,0.0,0.0,30.05
0.0,0.0,0.0,66.0,2.0,241.3,0.0,8.0,1.0,1.0,631.5
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,275.77
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,278.72
1.0,0.0,0.0,12.0,5.0,1128.26,0.0,12.0,0.0,0.0,1924.94
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,0.0,1527.43
1.0,0.0,0.0,71.0,9.0,506.86,50.0,326.0,6.0,50.0,2764.87
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,365.04
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,407.52
1.0,0.0,0.0,22.0,2.0,1194.79,24.0,323.0,0.0,7.0,2489.82
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,552.77
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,831.66
1.0,0.0,0.0,84.0,11.0,2783.48,36.0,466.0,38.0,21.0,2783.48
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,925.98
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,373.37
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,104.66
1.0,0.0,0.0,67.0,1.0,56.41,0.0,4.0,0.0,0.0,400.41
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,752.92
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,452.88
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,194.97
0.0,0.0,0.0,12.0,5.0,1128.26,0.0,32.0,0.0,0.0,2178.2
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,526.2
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,644.02
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,983.56
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,751.18
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,12.0,0.0,1.0,2022.7
0.0,0.0,0.0,24.0,8.0,540.57,4.0,20.0,0.0,6.0,2077.86
1.0,0.0,0.0,15.0,8.0,1009.91,0.0,24.0,0.0,1.0,1912.83
0.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,344.4
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,213.95
0.0,0.0,0.0,23.0,3.0,1049.67,0.0,0.0,0.0,0.0,1141.37
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,243.99
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,225.03
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,709.41
1.0,0.0,0.0,78.0,5.0,1549.48,0.0,72.0,3.0,5.0,2667.5
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,269.42
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,186.31
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,397.86
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,216.21
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,683.32
0.0,0.0,0.0,13.0,5.0,1899.58,0.0,140.0,0.0,1.0,2210.55
1.0,0.0,0.0,61.0,1.0,351.44,0.0,4.0,0.0,0.0,673.05
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,1.0,580.52
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,384.56
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,567.38
1.0,0.0,0.0,61.0,1.0,351.44,0.0,0.0,0.0,0.0,825.67
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,40.0,1.0,1.0,1653.88
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,1.0,931.1
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,730.3
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,809.02
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,329.18
1.0,0.0,0.0,11.0,5.0,1321.63,8.0,318.0,4.0,10.0,2770.72
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1296.76
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,227.93
1.0,0.0,0.0,86.0,10.0,925.25,28.0,354.0,41.0,18.0,2995.92
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,193.3
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,188.92
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,177.25
1.0,0.0,0.0,45.0,10.0,1492.51,16.0,129.0,13.0,31.0,3070.57
0.0,0.0,0.0,21.0,9.0,573.26,0.0,56.0,1.0,2.0,1288.76
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1229.68
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,586.55
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,413.89
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,145.45
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,190.69
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,188.5
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,346.58
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,232.75
1.0,0.0,0.0,1.0,11.0,2380.29,50.0,390.0,44.0,23.0,4295.93
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,767.86
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,161.74
0.0,0.0,0.0,24.0,8.0,540.57,4.0,24.0,4.0,4.0,2192.44
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,550.26
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,230.97
0.0,0.0,0.0,37.0,1.0,1074.98,4.0,120.0,0.0,0.0,1672.23
0.0,0.0,0.0,31.0,3.0,30.05,0.0,0.0,0.0,0.0,96.43
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,1.0,442.82
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,549.11
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,549.82
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,193.7
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,146.09
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,199.17
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1084.93
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,201.69
1.0,0.0,0.0,30.0,9.0,857.44,0.0,171.0,2.0,4.0,1370.25
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,722.69
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,602.72
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,333.23
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,287.75
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1802.01
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,187.78
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,213.8
0.0,0.0,0.0,21.0,9.0,573.26,0.0,32.0,1.0,1.0,1292.66
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,0.0,0.0,1.0,1132.57
0.0,0.0,0.0,63.0,2.0,465.53,0.0,16.0,0.0,1.0,1935.15
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,0.0,1587.27
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,199.95
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,117.14
1.0,0.0,0.0,71.0,9.0,506.86,8.0,346.0,1.0,7.0,2189.89
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,114.41
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,12.0,0.0,1.0,2442.12
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,681.89
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1688.04
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,93.61
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,165.77
0.0,0.0,0.0,24.0,8.0,540.57,4.0,60.0,5.0,14.0,2546.55
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,785.89
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,219.46
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,242.15
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,430.5
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1184.93
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,637.69
0.0,0.0,0.0,24.0,8.0,540.57,0.0,8.0,0.0,1.0,2067.84
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,889.28
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,325.83
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,234.52
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,232.79
